label,case,toy,variant,group,seed,run_dir,final_within_ceiling,time_to_ceiling,diagnostic_status,micro_row_count,finite_pair_count,learned_abstention_rate,learned_non_abstain_rate,prototype_learned_sign_agreement_rate,prototype_learned_sign_conflict_rate,non_abstain_sign_agreement_rate,non_abstain_sign_conflict_rate,prototype_learned_advantage_correlation,prototype_advantage_mean,learned_advantage_mean,prototype_advantage_abs_mean,learned_advantage_abs_mean,advantage_delta_abs_mean,learned_uncertainty_mean,aggregate_training_replay_selected_rate_mean,aggregate_training_learned_credit_rate_mean,final_aggregate_training_replay_selection,final_aggregate_training_replay_selected_rate,final_aggregate_training_learned_credit_rate,final_aggregate_abstention_rate,final_aggregate_prototype_correlation
toy24_basin_learned_credit_replay_selection_quick,toy2_basin_learned_credit_replay_selection,toy2,learned_candidate_context_confident_agreement_replay,nabm,2,experiments/runs/20260514_162439_579080_toy24_basin_learned_credit_replay_selection_quick_toy2_basin_learned_credit_replay_selection_learned_candidate_context_confident_agreement_replay_seed02,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.4978,confident_agreement,0.0,0.0,1.0,-0.9220020919344176
toy24_basin_learned_credit_replay_selection_quick,toy2_basin_learned_credit_replay_selection,toy2,learned_candidate_context_confident_agreement_replay,nabm,3,experiments/runs/20260514_162447_549414_toy24_basin_learned_credit_replay_selection_quick_toy2_basin_learned_credit_replay_selection_learned_candidate_context_confident_agreement_replay_seed03,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.45439999999999997,confident_agreement,0.0,0.58,0.42,-0.6497692452200189
toy24_basin_learned_credit_replay_selection_quick,toy2_basin_learned_credit_replay_selection,toy2,learned_candidate_context_confident_disagreement_replay,diagnostic,1,experiments/runs/20260514_162455_826300_toy24_basin_learned_credit_replay_selection_quick_toy2_basin_learned_credit_replay_selection_learned_candidate_context_confident_disagreement_replay_seed01,True,20.0,complete,5000,3051,0.0,1.0,1.0,0.0,1.0,0.0,0.9999999999999998,-0.006456340328639963,-0.006456340328639963,0.006456340328639963,0.006456340328639963,0.0,0.029357232367358,0.6102000000000001,0.6198,confident_disagreement,1.0,1.0,0.0,-0.9999997364091004
toy24_basin_learned_credit_replay_selection_quick,toy2_basin_learned_credit_replay_selection,toy2,learned_candidate_context_confident_disagreement_replay,diagnostic,2,experiments/runs/20260514_162508_662702_toy24_basin_learned_credit_replay_selection_quick_toy2_basin_learned_credit_replay_selection_learned_candidate_context_confident_disagreement_replay_seed02,True,26.0,complete,5000,2864,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.00648681037377245,-0.00648681037377245,0.00648681037377245,0.00648681037377245,0.0,0.0287010229208984,0.5728,0.5846,confident_disagreement,1.0,1.0,0.0,-0.999999801130498
toy24_basin_learned_credit_replay_selection_quick,toy2_basin_learned_credit_replay_selection,toy2,learned_candidate_context_confident_disagreement_replay,diagnostic,3,experiments/runs/20260514_162520_518061_toy24_basin_learned_credit_replay_selection_quick_toy2_basin_learned_credit_replay_selection_learned_candidate_context_confident_disagreement_replay_seed03,True,28.0,complete,5000,2726,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.00641433734636504,-0.00641433734636504,0.006800678450706905,0.006800678450706905,0.0,0.02943515636363842,0.5452,0.5532,confident_disagreement,1.0,1.0,0.0,-0.9999999629758126
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,linear_welfare_heavy,baseline,1,experiments/runs/20260514_162531_970666_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_linear_welfare_heavy_seed01,False,19.0,no_finite_pairs,5000,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,linear_welfare_heavy,baseline,2,experiments/runs/20260514_162541_945202_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_linear_welfare_heavy_seed02,True,21.0,no_finite_pairs,5000,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,linear_welfare_heavy,baseline,3,experiments/runs/20260514_162551_732326_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_linear_welfare_heavy_seed03,False,23.0,no_finite_pairs,5000,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,1,experiments/runs/20260514_162601_435226_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed01,True,12.0,no_finite_pairs,5000,,,,,,,,,,,,,,,1.0,0.0,all,1.0,0.0,nan,nan
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,2,experiments/runs/20260514_162619_044081_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed02,True,11.0,no_finite_pairs,5000,,,,,,,,,,,,,,,1.0,0.0,all,1.0,0.0,nan,nan
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,3,experiments/runs/20260514_162636_631469_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed03,True,12.0,no_finite_pairs,5000,,,,,,,,,,,,,,,1.0,0.0,all,1.0,0.0,nan,nan
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,learned_candidate_context_all_replay,diagnostic,1,experiments/runs/20260514_162654_420403_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_learned_candidate_context_all_replay_seed01,True,12.0,complete,5000,5000,0.14,0.86,0.9976,0.0024,1.0,0.0,0.9838222036395264,0.011525753109359752,0.011333954460357318,0.011526057865209143,0.011333954460357318,0.000351012495388752,0.012772582075803871,1.0,0.86,all,1.0,1.0,0.0,-0.9999998322899616
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,learned_candidate_context_all_replay,diagnostic,2,experiments/runs/20260514_162712_911668_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_learned_candidate_context_all_replay_seed02,True,11.0,complete,5000,5000,0.1204,0.8796,0.979,0.021,1.0,0.0,0.990091435504856,0.014456729808730653,0.014537256242377668,0.01475147496111116,0.014537256242377668,0.00033001519261840724,0.016348497332394196,1.0,0.8795999999999999,all,1.0,1.0,0.0,-0.9999990957690724
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,learned_candidate_context_all_replay,diagnostic,3,experiments/runs/20260514_162731_066984_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_learned_candidate_context_all_replay_seed03,True,12.0,complete,5000,5000,0.1402,0.8598,0.958,0.042,1.0,0.0,0.9723857595556229,0.011221501474176708,0.011569899847471117,0.011756437873264075,0.011569899847471117,0.0004580450560695762,0.013096430983174659,1.0,0.8598,all,1.0,1.0,0.0,-0.9999988792354816
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,learned_candidate_context_confident_agreement_replay,nabm,1,experiments/runs/20260514_162749_456651_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_learned_candidate_context_confident_agreement_replay_seed01,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.0,confident_agreement,0.0,0.0,1.0,-0.3507502160108187
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,learned_candidate_context_confident_agreement_replay,nabm,2,experiments/runs/20260514_162801_135836_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_learned_candidate_context_confident_agreement_replay_seed02,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.0,confident_agreement,0.0,0.0,1.0,-0.661402223688696
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,learned_candidate_context_confident_agreement_replay,nabm,3,experiments/runs/20260514_162812_655737_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_learned_candidate_context_confident_agreement_replay_seed03,False,nan,complete,5000,59,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0053014691464182365,0.0053014691464182365,0.0053014691464182365,0.0053014691464182365,0.0,0.006082070429147153,0.0118,0.0118,confident_agreement,0.0,0.0,1.0,-0.4771177651330038
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,learned_candidate_context_confident_disagreement_replay,diagnostic,1,experiments/runs/20260514_162824_408332_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_learned_candidate_context_confident_disagreement_replay_seed01,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.0,confident_disagreement,0.0,0.0,1.0,-0.3507502160108187
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,learned_candidate_context_confident_disagreement_replay,diagnostic,2,experiments/runs/20260514_162836_070741_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_learned_candidate_context_confident_disagreement_replay_seed02,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.0,confident_disagreement,0.0,0.0,1.0,-0.661402223688696
toy24_basin_learned_credit_replay_selection_quick,toy4_basin_learned_credit_replay_selection,toy4,learned_candidate_context_confident_disagreement_replay,diagnostic,3,experiments/runs/20260514_162847_464568_toy24_basin_learned_credit_replay_selection_quick_toy4_basin_learned_credit_replay_selection_learned_candidate_context_confident_disagreement_replay_seed03,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.0118,confident_disagreement,0.0,0.0,1.0,-0.5453989426313884
