label,case,toy,variant,group,seed,run_dir,final_within_ceiling,time_to_ceiling,diagnostic_status,micro_row_count,finite_pair_count,learned_abstention_rate,learned_non_abstain_rate,prototype_learned_sign_agreement_rate,prototype_learned_sign_conflict_rate,non_abstain_sign_agreement_rate,non_abstain_sign_conflict_rate,prototype_learned_advantage_correlation,prototype_advantage_mean,learned_advantage_mean,prototype_advantage_abs_mean,learned_advantage_abs_mean,advantage_delta_abs_mean,learned_uncertainty_mean,aggregate_training_replay_min_selected_rate_mean,aggregate_training_replay_selected_rate_mean,aggregate_training_learned_credit_rate_mean,final_aggregate_training_replay_selection,final_aggregate_training_replay_min_selected_rate,final_aggregate_training_replay_selected_rate,final_aggregate_training_learned_credit_rate,final_aggregate_abstention_rate,final_aggregate_prototype_correlation
toy24_basin_learned_credit_replay_curriculum_quick,toy2_basin_learned_credit_replay_curriculum,toy2,learned_candidate_context_confident_agreement_floor50_replay,diagnostic,2,experiments/runs/20260514_173117_764661_toy24_basin_learned_credit_replay_curriculum_quick_toy2_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_floor50_replay_seed02,True,13.0,complete,5000,2500,0.3236,0.6764,0.6764,0.3236,1.0,0.0,-0.23399571479742085,-0.004089765113127609,-0.007901074658975724,0.004597560455252704,0.00795206568450533,0.004087173237186875,0.03291739584417256,0.5,0.5,0.648,confident_agreement,0.5,0.5,1.0,0.0,-0.9999999879007422
toy24_basin_learned_credit_replay_curriculum_quick,toy2_basin_learned_credit_replay_curriculum,toy2,learned_candidate_context_confident_agreement_floor50_replay,diagnostic,3,experiments/runs/20260514_173130_590364_toy24_basin_learned_credit_replay_curriculum_quick_toy2_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_floor50_replay_seed03,True,18.0,complete,5000,2500,0.35,0.65,0.65,0.35,1.0,0.0,-0.08852721843478832,-0.003587698102313594,-0.00780116819818186,0.004625253573952833,0.007990405506971766,0.004459510880941913,0.032655204607927465,0.5,0.5,0.6346,confident_agreement,0.5,0.5,1.0,0.0,-0.9999999986146124
toy24_basin_learned_credit_replay_curriculum_quick,toy2_basin_learned_credit_replay_curriculum,toy2,learned_candidate_context_confident_agreement_curriculum_floor50_d20_replay,diagnostic,1,experiments/runs/20260514_173142_955999_toy24_basin_learned_credit_replay_curriculum_quick_toy2_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_curriculum_floor50_d20_replay_seed01,True,9.0,complete,5000,3009,0.3509471585244267,0.6490528414755733,0.6490528414755733,0.3509471585244267,1.0,0.0,-0.30446813565461145,-0.003747608915096038,-0.007738154046317616,0.004302369030798875,0.007842538421780846,0.004398503930014004,0.03335842844908665,0.6,0.6018,0.6829999999999999,confident_agreement,0.5,0.5,1.0,0.0,-0.9999999941060012
toy24_basin_learned_credit_replay_curriculum_quick,toy2_basin_learned_credit_replay_curriculum,toy2,learned_candidate_context_confident_agreement_curriculum_floor50_d20_replay,diagnostic,2,experiments/runs/20260514_173156_310085_toy24_basin_learned_credit_replay_curriculum_quick_toy2_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_curriculum_floor50_d20_replay_seed02,True,10.0,complete,5000,3009,0.33532735127949487,0.6646726487205051,0.6650049850448654,0.3349950149551346,1.0,0.0,-0.08663749685233789,-0.003953202058432212,-0.0072533059302420785,0.0046868620917159395,0.0073518455463444585,0.0037897451229013776,0.03176194351867234,0.6,0.6018,0.7234,confident_agreement,0.5,0.5,1.0,0.0,-0.999999984150639
toy24_basin_learned_credit_replay_curriculum_quick,toy2_basin_learned_credit_replay_curriculum,toy2,learned_candidate_context_confident_agreement_curriculum_floor50_d20_replay,diagnostic,3,experiments/runs/20260514_173209_590001_toy24_basin_learned_credit_replay_curriculum_quick_toy2_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_curriculum_floor50_d20_replay_seed03,True,9.0,complete,5000,3009,0.28780325689597874,0.7121967431040213,0.7128614157527418,0.28713858424725824,1.0,0.0,0.014267631984279059,-0.0033210296729242745,-0.006085973526776133,0.0046349662405385005,0.006085973526776133,0.0027649438538518588,0.027823653981271117,0.6,0.6018,0.7674,confident_agreement,0.5,0.5,1.0,0.0,-0.9999999988554932
toy24_basin_learned_credit_replay_curriculum_quick,toy2_basin_learned_credit_replay_curriculum,toy2,learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay,nabm,1,experiments/runs/20260514_173221_948497_toy24_basin_learned_credit_replay_curriculum_quick_toy2_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay_seed01,True,9.0,complete,5000,3264,0.3275122549019608,0.6724877450980392,0.6727941176470589,0.3272058823529412,1.0,0.0,-0.3042845541609314,-0.003916982316098575,-0.007657654137563731,0.004434259132737594,0.0077550731088474765,0.004120163945515258,0.03331270200090514,0.65,0.6528,0.7040000000000001,confident_agreement,0.5,0.5,1.0,0.0,-0.999999991797312
toy24_basin_learned_credit_replay_curriculum_quick,toy2_basin_learned_credit_replay_curriculum,toy2,learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay,nabm,2,experiments/runs/20260514_173234_693200_toy24_basin_learned_credit_replay_curriculum_quick_toy2_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay_seed02,True,10.0,complete,5000,3264,0.2861519607843137,0.7138480392156863,0.7141544117647058,0.2858455882352941,1.0,0.0,-0.04227960510110136,-0.004201204807240818,-0.006859474122629676,0.0048731452479492,0.0069510566958214835,0.003113751374537935,0.03083427272515874,0.65,0.6528,0.7676000000000001,confident_agreement,0.5,0.5,1.0,0.0,-0.9999999851209258
toy24_basin_learned_credit_replay_curriculum_quick,toy2_basin_learned_credit_replay_curriculum,toy2,learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay,nabm,3,experiments/runs/20260514_173248_434265_toy24_basin_learned_credit_replay_curriculum_quick_toy2_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay_seed03,True,9.0,complete,5000,3264,0.29442401960784315,0.7055759803921569,0.7061887254901961,0.29381127450980393,1.0,0.0,-0.02880784417422061,-0.0033239515132420083,-0.006222797588409213,0.004558338984817237,0.006222797588409213,0.0028988460751672054,0.028566254718380858,0.65,0.6528,0.7568,confident_agreement,0.5,0.5,1.0,0.0,-0.999999998078043
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,linear_welfare_heavy,baseline,1,experiments/runs/20260514_173300_890517_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_linear_welfare_heavy_seed01,False,19.0,no_finite_pairs,5000,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,linear_welfare_heavy,baseline,2,experiments/runs/20260514_173310_812519_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_linear_welfare_heavy_seed02,True,21.0,no_finite_pairs,5000,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,linear_welfare_heavy,baseline,3,experiments/runs/20260514_173320_638997_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_linear_welfare_heavy_seed03,False,23.0,no_finite_pairs,5000,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,1,experiments/runs/20260514_173330_449229_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed01,True,12.0,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,1.0,0.0,all,0.0,1.0,0.0,nan,nan
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,2,experiments/runs/20260514_173348_434548_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed02,True,11.0,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,1.0,0.0,all,0.0,1.0,0.0,nan,nan
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,3,experiments/runs/20260514_173406_507888_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed03,True,12.0,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,1.0,0.0,all,0.0,1.0,0.0,nan,nan
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_all_replay,diagnostic,1,experiments/runs/20260514_173424_953114_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_all_replay_seed01,True,12.0,complete,5000,5000,0.14,0.86,0.9976,0.0024,1.0,0.0,0.9838222036395264,0.011525753109359752,0.011333954460357318,0.011526057865209143,0.011333954460357318,0.000351012495388752,0.012772582075803871,0.0,1.0,0.86,all,0.0,1.0,1.0,0.0,-0.9999998322899616
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_all_replay,diagnostic,2,experiments/runs/20260514_173444_635114_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_all_replay_seed02,True,11.0,complete,5000,5000,0.1204,0.8796,0.979,0.021,1.0,0.0,0.990091435504856,0.014456729808730653,0.014537256242377668,0.01475147496111116,0.014537256242377668,0.00033001519261840724,0.016348497332394196,0.0,1.0,0.8795999999999999,all,0.0,1.0,1.0,0.0,-0.9999990957690724
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_all_replay,diagnostic,3,experiments/runs/20260514_173503_842864_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_all_replay_seed03,True,12.0,complete,5000,5000,0.1402,0.8598,0.958,0.042,1.0,0.0,0.9723857595556229,0.011221501474176708,0.011569899847471117,0.011756437873264075,0.011569899847471117,0.0004580450560695762,0.013096430983174659,0.0,1.0,0.8598,all,0.0,1.0,1.0,0.0,-0.9999988792354816
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_confident_agreement_replay,diagnostic,1,experiments/runs/20260514_173522_907729_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_replay_seed01,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.0,0.0,confident_agreement,0.0,0.0,0.0,1.0,-0.3507502160108187
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_confident_agreement_replay,diagnostic,2,experiments/runs/20260514_173534_565578_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_replay_seed02,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.0,0.0,confident_agreement,0.0,0.0,0.0,1.0,-0.661402223688696
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_confident_agreement_replay,diagnostic,3,experiments/runs/20260514_173546_869941_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_replay_seed03,False,nan,complete,5000,59,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0053014691464182365,0.0053014691464182365,0.0053014691464182365,0.0053014691464182365,0.0,0.006082070429147153,0.0,0.0118,0.0118,confident_agreement,0.0,0.0,0.0,1.0,-0.4771177651330038
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_confident_agreement_floor50_replay,diagnostic,1,experiments/runs/20260514_173559_032774_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_floor50_replay_seed01,True,16.0,complete,5000,4494,0.11036938139741878,0.8896306186025812,0.9997774810858923,0.00022251891410769915,1.0,0.0,0.9933233792347501,0.013692237602145106,0.013466243095380075,0.01369237186688777,0.013466243095380075,0.00029619409774050254,0.015102222611231071,0.5,0.8987999999999999,0.8004000000000001,confident_agreement,0.5,1.0,1.0,0.0,-0.999999757912735
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_confident_agreement_floor50_replay,diagnostic,2,experiments/runs/20260514_173618_225414_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_floor50_replay_seed02,True,14.0,complete,5000,4446,0.12190733243364822,0.8780926675663517,0.9885290148448043,0.011470985155195682,1.0,0.0,0.9901436377621435,0.012924400423070604,0.012963800238581177,0.013094511058793909,0.012963800238581177,0.0003494706817950584,0.014601618073086381,0.5,0.8892,0.7818,confident_agreement,0.5,1.0,1.0,0.0,-0.999998924096892
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_confident_agreement_floor50_replay,diagnostic,3,experiments/runs/20260514_173637_674880_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_floor50_replay_seed03,True,14.0,complete,5000,4428,0.12217705510388437,0.8778229448961157,0.9771906052393857,0.022809394760614273,1.0,0.0,0.9907756270961465,0.012944815214671043,0.013063717744680167,0.013233533252242337,0.013063717744680167,0.00032901959752842247,0.014673085132866687,0.5,0.8856,0.7796,confident_agreement,0.5,1.0,1.0,0.0,-0.9999984748125766
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_confident_agreement_curriculum_floor50_d20_replay,diagnostic,1,experiments/runs/20260514_173656_242083_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_curriculum_floor50_d20_replay_seed01,True,12.0,complete,5000,4946,0.13020622725434694,0.8697937727456531,0.9989890820865346,0.0010109179134654266,1.0,0.0,0.9881814233354409,0.01215867475511896,0.011936608772496833,0.0121589173510214,0.011936608772496833,0.0003177154463826544,0.013439780372900726,0.6,0.9892,0.8608,confident_agreement,0.5,1.0,1.0,0.0,-0.9999998028622742
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_confident_agreement_curriculum_floor50_d20_replay,diagnostic,2,experiments/runs/20260514_173715_397478_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_curriculum_floor50_d20_replay_seed02,True,11.0,complete,5000,4958,0.11355385235982252,0.8864461476401775,0.9798305768455022,0.02016942315449778,1.0,0.0,0.9902060110576825,0.013492612486698778,0.013561248474707265,0.013789794912454209,0.013561248474707265,0.0003113924470427808,0.01526316598734676,0.6,0.9915999999999999,0.8798,confident_agreement,0.5,1.0,1.0,0.0,-0.9999987746001248
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_confident_agreement_curriculum_floor50_d20_replay,diagnostic,3,experiments/runs/20260514_173734_435352_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_curriculum_floor50_d20_replay_seed03,True,14.0,complete,5000,4935,0.13029381965552178,0.8697061803444782,0.9596757852077001,0.040324214792299896,1.0,0.0,0.986620659064759,0.01227529884753798,0.012569379760991328,0.012812657183491569,0.012569379760991328,0.00040122562957505356,0.014189913884600943,0.6,0.987,0.8593999999999999,confident_agreement,0.5,1.0,1.0,0.0,-0.9999983955222026
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay,nabm,1,experiments/runs/20260514_173753_203976_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay_seed01,True,12.0,complete,5000,4965,0.1339375629405841,0.8660624370594159,0.9981873111782478,0.0018126888217522659,1.0,0.0,0.9880131464182237,0.012103713426469332,0.011887830036388523,0.012104090103001576,0.011887830036388523,0.00032523550315235783,0.013386493599792175,0.65,0.993,0.8604,confident_agreement,0.5,1.0,1.0,0.0,-0.9999997992888622
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay,nabm,2,experiments/runs/20260514_173812_348539_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay_seed02,True,11.0,complete,5000,4972,0.11604987932421561,0.8839501206757844,0.9794851166532582,0.020514883346741754,1.0,0.0,0.9902024329011098,0.013448728419757281,0.013515349366512249,0.013745114957531345,0.013515349366512249,0.0003131460138753043,0.015215064365004732,0.65,0.9944,0.8798,confident_agreement,0.5,1.0,1.0,0.0,-0.9999990993104
toy24_basin_learned_credit_replay_curriculum_quick,toy4_basin_learned_credit_replay_curriculum,toy4,learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay,nabm,3,experiments/runs/20260514_173832_155375_toy24_basin_learned_credit_replay_curriculum_quick_toy4_basin_learned_credit_replay_curriculum_learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay_seed03,True,12.0,complete,5000,4957,0.13375025216865039,0.8662497478313496,0.9590478111761146,0.04095218882388541,1.0,0.0,0.9849372808886723,0.011949691931864197,0.012252671765587815,0.01248698843381747,0.012252671765587815,0.0004105123811147487,0.013831850583884697,0.65,0.9914000000000001,0.8592,confident_agreement,0.5,1.0,1.0,0.0,-0.9999994868078952
