label,case,toy,variant,group,seed,run_dir,final_within_ceiling,time_to_ceiling,diagnostic_status,micro_row_count,finite_pair_count,learned_abstention_rate,learned_non_abstain_rate,prototype_learned_sign_agreement_rate,prototype_learned_sign_conflict_rate,non_abstain_sign_agreement_rate,non_abstain_sign_conflict_rate,prototype_learned_advantage_correlation,prototype_advantage_mean,learned_advantage_mean,prototype_advantage_abs_mean,learned_advantage_abs_mean,advantage_delta_abs_mean,learned_uncertainty_mean,aggregate_training_replay_selected_rate_mean,aggregate_training_learned_credit_rate_mean,final_aggregate_training_replay_selection,final_aggregate_training_replay_selected_rate,final_aggregate_training_learned_credit_rate,final_aggregate_abstention_rate,final_aggregate_prototype_correlation
toy24_basin_learned_credit_replay_floor_quick,toy2_basin_learned_credit_replay_floor,toy2,learned_candidate_context_confident_agreement_floor25_replay,diagnostic,1,experiments/runs/20260514_165557_835661_toy24_basin_learned_credit_replay_floor_quick_toy2_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_floor25_replay_seed01,True,32.0,complete,5000,1250,0.3992,0.6008,0.6008,0.3992,1.0,0.0,-0.0023765294217755386,-0.004042313706710557,-0.008658236776510328,0.005033520054353335,0.008718095761317962,0.004851422636413017,0.03258603217865589,0.25,0.5626,confident_agreement,0.25,1.0,0.0,-0.999999957939026
toy24_basin_learned_credit_replay_floor_quick,toy2_basin_learned_credit_replay_floor,toy2,learned_candidate_context_confident_agreement_floor25_replay,diagnostic,2,experiments/runs/20260514_165620_815209_toy24_basin_learned_credit_replay_floor_quick_toy2_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_floor25_replay_seed02,True,27.0,complete,5000,1250,0.4096,0.5904,0.5904,0.4096,1.0,0.0,-0.10941382700552826,-0.004087379738523824,-0.00899751354462104,0.004693725153701709,0.009058723364666958,0.005191379456125792,0.03288790054537636,0.25,0.5097999999999999,confident_agreement,0.25,1.0,0.0,-0.9999999758319976
toy24_basin_learned_credit_replay_floor_quick,toy2_basin_learned_credit_replay_floor,toy2,learned_candidate_context_confident_agreement_floor25_replay,diagnostic,3,experiments/runs/20260514_165631_904510_toy24_basin_learned_credit_replay_floor_quick_toy2_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_floor25_replay_seed03,True,27.0,complete,5000,1250,0.4304,0.5696,0.5696,0.4304,1.0,0.0,0.0841696710710611,-0.0035616035386082006,-0.008250506219717183,0.004850475216340797,0.008408325202126263,0.005049292069588092,0.03154568276835121,0.25,0.527,confident_agreement,0.25,1.0,0.0,-0.999999980909498
toy24_basin_learned_credit_replay_floor_quick,toy2_basin_learned_credit_replay_floor,toy2,learned_candidate_context_confident_agreement_floor50_replay,nabm,1,experiments/runs/20260514_165641_571072_toy24_basin_learned_credit_replay_floor_quick_toy2_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_floor50_replay_seed01,True,17.0,complete,5000,2500,0.36,0.64,0.6404,0.3596,1.0,0.0,-0.2779949351391152,-0.003836237785191695,-0.008481851986024557,0.004432769959304052,0.008543607527200578,0.00488548047421009,0.03438148025765991,0.5,0.6138,confident_agreement,0.5,1.0,0.0,-0.9999999473201931
toy24_basin_learned_credit_replay_floor_quick,toy2_basin_learned_credit_replay_floor,toy2,learned_candidate_context_confident_agreement_floor50_replay,nabm,2,experiments/runs/20260514_165707_724344_toy24_basin_learned_credit_replay_floor_quick_toy2_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_floor50_replay_seed02,True,13.0,complete,5000,2500,0.3236,0.6764,0.6764,0.3236,1.0,0.0,-0.23399571479742085,-0.004089765113127609,-0.007901074658975724,0.004597560455252704,0.00795206568450533,0.004087173237186875,0.03291739584417256,0.5,0.648,confident_agreement,0.5,1.0,0.0,-0.9999999879007422
toy24_basin_learned_credit_replay_floor_quick,toy2_basin_learned_credit_replay_floor,toy2,learned_candidate_context_confident_agreement_floor50_replay,nabm,3,experiments/runs/20260514_165719_569378_toy24_basin_learned_credit_replay_floor_quick_toy2_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_floor50_replay_seed03,True,18.0,complete,5000,2500,0.35,0.65,0.65,0.35,1.0,0.0,-0.08852721843478832,-0.003587698102313594,-0.00780116819818186,0.004625253573952833,0.007990405506971766,0.004459510880941913,0.032655204607927465,0.5,0.6346,confident_agreement,0.5,1.0,0.0,-0.9999999986146124
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,linear_welfare_heavy,baseline,1,experiments/runs/20260514_165731_707088_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_linear_welfare_heavy_seed01,False,19.0,no_finite_pairs,5000,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,linear_welfare_heavy,baseline,2,experiments/runs/20260514_165743_178494_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_linear_welfare_heavy_seed02,True,21.0,no_finite_pairs,5000,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,linear_welfare_heavy,baseline,3,experiments/runs/20260514_165754_820507_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_linear_welfare_heavy_seed03,False,23.0,no_finite_pairs,5000,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,1,experiments/runs/20260514_165805_693293_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed01,True,12.0,no_finite_pairs,5000,,,,,,,,,,,,,,,1.0,0.0,all,1.0,0.0,nan,nan
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,2,experiments/runs/20260514_165824_436011_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed02,True,11.0,no_finite_pairs,5000,,,,,,,,,,,,,,,1.0,0.0,all,1.0,0.0,nan,nan
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,3,experiments/runs/20260514_165841_621713_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed03,True,12.0,no_finite_pairs,5000,,,,,,,,,,,,,,,1.0,0.0,all,1.0,0.0,nan,nan
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,learned_candidate_context_all_replay,diagnostic,1,experiments/runs/20260514_165859_300829_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_learned_candidate_context_all_replay_seed01,True,12.0,complete,5000,5000,0.14,0.86,0.9976,0.0024,1.0,0.0,0.9838222036395264,0.011525753109359752,0.011333954460357318,0.011526057865209143,0.011333954460357318,0.000351012495388752,0.012772582075803871,1.0,0.86,all,1.0,1.0,0.0,-0.9999998322899616
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,learned_candidate_context_all_replay,diagnostic,2,experiments/runs/20260514_165919_584680_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_learned_candidate_context_all_replay_seed02,True,11.0,complete,5000,5000,0.1204,0.8796,0.979,0.021,1.0,0.0,0.990091435504856,0.014456729808730653,0.014537256242377668,0.01475147496111116,0.014537256242377668,0.00033001519261840724,0.016348497332394196,1.0,0.8795999999999999,all,1.0,1.0,0.0,-0.9999990957690724
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,learned_candidate_context_all_replay,diagnostic,3,experiments/runs/20260514_165939_093361_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_learned_candidate_context_all_replay_seed03,True,12.0,complete,5000,5000,0.1402,0.8598,0.958,0.042,1.0,0.0,0.9723857595556229,0.011221501474176708,0.011569899847471117,0.011756437873264075,0.011569899847471117,0.0004580450560695762,0.013096430983174659,1.0,0.8598,all,1.0,1.0,0.0,-0.9999988792354816
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,learned_candidate_context_confident_agreement_replay,diagnostic,1,experiments/runs/20260514_165957_820887_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_replay_seed01,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.0,confident_agreement,0.0,0.0,1.0,-0.3507502160108187
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,learned_candidate_context_confident_agreement_replay,diagnostic,2,experiments/runs/20260514_170009_947217_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_replay_seed02,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.0,confident_agreement,0.0,0.0,1.0,-0.661402223688696
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,learned_candidate_context_confident_agreement_replay,diagnostic,3,experiments/runs/20260514_170021_483639_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_replay_seed03,False,nan,complete,5000,59,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0053014691464182365,0.0053014691464182365,0.0053014691464182365,0.0053014691464182365,0.0,0.006082070429147153,0.0118,0.0118,confident_agreement,0.0,0.0,1.0,-0.4771177651330038
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,learned_candidate_context_confident_agreement_floor25_replay,diagnostic,1,experiments/runs/20260514_170033_337213_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_floor25_replay_seed01,True,19.0,complete,5000,3882,0.09015971148892324,0.9098402885110768,1.0,0.0,1.0,0.0,0.9856416854178466,0.012377802087392822,0.012156167670015528,0.012377802087392822,0.012156167670015528,0.0002855766331809953,0.013690162596664732,0.7764,0.7084,confident_agreement,1.0,1.0,0.0,-0.9999992642204916
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,learned_candidate_context_confident_agreement_floor25_replay,diagnostic,2,experiments/runs/20260514_170050_016332_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_floor25_replay_seed02,True,20.0,complete,5000,3944,0.08823529411764706,0.9117647058823529,0.9936612576064908,0.006338742393509128,1.0,0.0,0.9911473138217715,0.014614602465733017,0.014491185903331903,0.014711548501848165,0.014491185903331903,0.0002709474080526354,0.016322047881252116,0.7888,0.7195999999999999,confident_agreement,1.0,1.0,0.0,-0.9999995514306066
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,learned_candidate_context_confident_agreement_floor25_replay,diagnostic,3,experiments/runs/20260514_170106_935054_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_floor25_replay_seed03,True,19.0,complete,5000,3783,0.10441448585778483,0.8955855141422152,0.9867829764736982,0.013217023526301877,1.0,0.0,0.9921552884766841,0.013458093564565366,0.013455115597584262,0.013625102056814182,0.013455115597584262,0.0002707312902198279,0.01510060816426239,0.7565999999999999,0.6788,confident_agreement,1.0,1.0,0.0,-0.9999991382515452
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,learned_candidate_context_confident_agreement_floor50_replay,nabm,1,experiments/runs/20260514_170123_386208_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_floor50_replay_seed01,True,16.0,complete,5000,4494,0.11036938139741878,0.8896306186025812,0.9997774810858923,0.00022251891410769915,1.0,0.0,0.9933233792347501,0.013692237602145106,0.013466243095380075,0.01369237186688777,0.013466243095380075,0.00029619409774050254,0.015102222611231071,0.8987999999999999,0.8004000000000001,confident_agreement,1.0,1.0,0.0,-0.999999757912735
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,learned_candidate_context_confident_agreement_floor50_replay,nabm,2,experiments/runs/20260514_170140_791838_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_floor50_replay_seed02,True,14.0,complete,5000,4446,0.12190733243364822,0.8780926675663517,0.9885290148448043,0.011470985155195682,1.0,0.0,0.9901436377621435,0.012924400423070604,0.012963800238581177,0.013094511058793909,0.012963800238581177,0.0003494706817950584,0.014601618073086381,0.8892,0.7818,confident_agreement,1.0,1.0,0.0,-0.999998924096892
toy24_basin_learned_credit_replay_floor_quick,toy4_basin_learned_credit_replay_floor,toy4,learned_candidate_context_confident_agreement_floor50_replay,nabm,3,experiments/runs/20260514_170158_382017_toy24_basin_learned_credit_replay_floor_quick_toy4_basin_learned_credit_replay_floor_learned_candidate_context_confident_agreement_floor50_replay_seed03,True,14.0,complete,5000,4428,0.12217705510388437,0.8778229448961157,0.9771906052393857,0.022809394760614273,1.0,0.0,0.9907756270961465,0.012944815214671043,0.013063717744680167,0.013233533252242337,0.013063717744680167,0.00032901959752842247,0.014673085132866687,0.8856,0.7796,confident_agreement,1.0,1.0,0.0,-0.9999984748125766
