label,case,toy,variant,group,seed,run_dir,final_within_ceiling,time_to_ceiling,diagnostic_status,micro_row_count,finite_pair_count,learned_abstention_rate,learned_non_abstain_rate,prototype_learned_sign_agreement_rate,prototype_learned_sign_conflict_rate,non_abstain_sign_agreement_rate,non_abstain_sign_conflict_rate,prototype_learned_advantage_correlation,prototype_advantage_mean,learned_advantage_mean,prototype_advantage_abs_mean,learned_advantage_abs_mean,advantage_delta_abs_mean,learned_uncertainty_mean,aggregate_training_replay_min_selected_rate_mean,aggregate_training_replay_selected_rate_mean,aggregate_training_replay_weight_mean,aggregate_training_replay_weight_positive_rate_mean,aggregate_training_learned_credit_rate_mean,final_aggregate_training_replay_selection,final_aggregate_training_replay_min_selected_rate,final_aggregate_training_replay_selected_rate,final_aggregate_training_replay_weight_mean,final_aggregate_training_replay_weight_positive_rate,final_aggregate_training_learned_credit_rate,final_aggregate_abstention_rate,final_aggregate_prototype_correlation
toy24_basin_learned_credit_soft_replay_quick,toy2_basin_learned_credit_soft_replay,toy2,learned_candidate_context_confident_agreement_replay,diagnostic,2,experiments/runs/20260514_180801_331013_toy24_basin_learned_credit_soft_replay_quick_toy2_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_replay_seed02,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.4978,confident_agreement,0.0,0.0,0.0,0.0,0.0,1.0,-0.9220020919344176
toy24_basin_learned_credit_soft_replay_quick,toy2_basin_learned_credit_soft_replay,toy2,learned_candidate_context_confident_agreement_replay,diagnostic,3,experiments/runs/20260514_180808_920228_toy24_basin_learned_credit_soft_replay_quick_toy2_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_replay_seed03,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.45439999999999997,confident_agreement,0.0,0.0,0.0,0.0,0.58,0.42,-0.6497692452200189
toy24_basin_learned_credit_soft_replay_quick,toy2_basin_learned_credit_soft_replay,toy2,learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay,diagnostic,1,experiments/runs/20260514_180816_451120_toy24_basin_learned_credit_soft_replay_quick_toy2_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay_seed01,True,9.0,complete,5000,3264,0.3275122549019608,0.6724877450980392,0.6727941176470589,0.3272058823529412,1.0,0.0,-0.3042845541609314,-0.003916982316098575,-0.007657654137563731,0.004434259132737594,0.0077550731088474765,0.004120163945515258,0.03331270200090514,0.65,0.6528,0.6528,0.6528,0.7040000000000001,confident_agreement,0.5,0.5,0.5,0.5,1.0,0.0,-0.999999991797312
toy24_basin_learned_credit_soft_replay_quick,toy2_basin_learned_credit_soft_replay,toy2,learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay,diagnostic,2,experiments/runs/20260514_180829_185442_toy24_basin_learned_credit_soft_replay_quick_toy2_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay_seed02,True,10.0,complete,5000,3264,0.2861519607843137,0.7138480392156863,0.7141544117647058,0.2858455882352941,1.0,0.0,-0.04227960510110136,-0.004201204807240818,-0.006859474122629676,0.0048731452479492,0.0069510566958214835,0.003113751374537935,0.03083427272515874,0.65,0.6528,0.6528,0.6528,0.7676000000000001,confident_agreement,0.5,0.5,0.5,0.5,1.0,0.0,-0.9999999851209258
toy24_basin_learned_credit_soft_replay_quick,toy2_basin_learned_credit_soft_replay,toy2,learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay,diagnostic,3,experiments/runs/20260514_180841_257711_toy24_basin_learned_credit_soft_replay_quick_toy2_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay_seed03,True,9.0,complete,5000,3264,0.29442401960784315,0.7055759803921569,0.7061887254901961,0.29381127450980393,1.0,0.0,-0.02880784417422061,-0.0033239515132420083,-0.006222797588409213,0.004558338984817237,0.006222797588409213,0.0028988460751672054,0.028566254718380858,0.65,0.6528,0.6528,0.6528,0.7568,confident_agreement,0.5,0.5,0.5,0.5,1.0,0.0,-0.999999998078043
toy24_basin_learned_credit_soft_replay_quick,toy2_basin_learned_credit_soft_replay,toy2,learned_candidate_context_confident_agreement_soft_min25_replay,diagnostic,1,experiments/runs/20260514_180853_120108_toy24_basin_learned_credit_soft_replay_quick_toy2_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_soft_min25_replay_seed01,True,9.0,complete,5000,5000,0.3032,0.6968,0.705,0.295,1.0,0.0,-0.4303420848037736,-0.0041007761556849185,-0.008267869910532464,0.004476586552722856,0.008333506225361609,0.0044184567498484345,0.03611136196894413,0.0,1.0,0.30374392052848226,1.0,0.6968000000000001,confident_agreement,0.0,1.0,0.3234032506394639,1.0,1.0,0.0,-0.9999999947627262
toy24_basin_learned_credit_soft_replay_quick,toy2_basin_learned_credit_soft_replay,toy2,learned_candidate_context_confident_agreement_soft_min25_replay,diagnostic,2,experiments/runs/20260514_180907_547256_toy24_basin_learned_credit_soft_replay_quick_toy2_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_soft_min25_replay_seed02,True,10.0,complete,5000,5000,0.2086,0.7914,0.7966,0.2034,1.0,0.0,-0.289055477070502,-0.004534489831602437,-0.006895898624155378,0.0049411155920678585,0.006958355293797615,0.0026640552997638837,0.03194273410839693,0.0,1.0,0.3119543297468942,1.0,0.7914,confident_agreement,0.0,1.0,0.3233896885118392,1.0,1.0,0.0,-0.9999999425278846
toy24_basin_learned_credit_soft_replay_quick,toy2_basin_learned_credit_soft_replay,toy2,learned_candidate_context_confident_agreement_soft_min25_replay,diagnostic,3,experiments/runs/20260514_180921_579404_toy24_basin_learned_credit_soft_replay_quick_toy2_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_soft_min25_replay_seed03,True,9.0,complete,5000,5000,0.178,0.822,0.8252,0.1748,1.0,0.0,-0.057950053859902186,-0.004340233791667288,-0.006477273701949012,0.0051508629081977,0.006477273701949012,0.002137039910281724,0.030629901074942904,0.0,1.0,0.31430451967844936,1.0,0.8220000000000001,confident_agreement,0.0,1.0,0.323339503875347,1.0,1.0,0.0,-0.9999999944371348
toy24_basin_learned_credit_soft_replay_quick,toy2_basin_learned_credit_soft_replay,toy2,learned_candidate_context_confident_agreement_soft_min50_replay,nabm,1,experiments/runs/20260514_180935_610159_toy24_basin_learned_credit_soft_replay_quick_toy2_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_soft_min50_replay_seed01,True,9.0,complete,5000,5000,0.2098,0.7902,0.796,0.204,1.0,0.0,-0.34374592269872933,-0.004602713417131643,-0.007270805759980447,0.004926850001867159,0.0073355101401521225,0.002918404455782375,0.033302955233634995,0.0,1.0,0.5407835487387165,1.0,0.7902,confident_agreement,0.0,1.0,0.5488812123035519,1.0,1.0,0.0,-0.9999999924583592
toy24_basin_learned_credit_soft_replay_quick,toy2_basin_learned_credit_soft_replay,toy2,learned_candidate_context_confident_agreement_soft_min50_replay,nabm,2,experiments/runs/20260514_180949_749279_toy24_basin_learned_credit_soft_replay_quick_toy2_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_soft_min50_replay_seed02,True,10.0,complete,5000,5000,0.2016,0.7984,0.8028,0.1972,1.0,0.0,-0.13498150131742845,-0.004606368296146312,-0.006674013334465114,0.005027244251123644,0.0067351071174427376,0.0023687677367333153,0.03139775443456856,0.0,1.0,0.540588185778255,1.0,0.7984,confident_agreement,0.0,1.0,0.5488850221927879,1.0,1.0,0.0,-0.999999965897164
toy24_basin_learned_credit_soft_replay_quick,toy2_basin_learned_credit_soft_replay,toy2,learned_candidate_context_confident_agreement_soft_min50_replay,nabm,3,experiments/runs/20260514_181004_463869_toy24_basin_learned_credit_soft_replay_quick_toy2_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_soft_min50_replay_seed03,True,9.0,complete,5000,5000,0.1772,0.8228,0.8262,0.1738,1.0,0.0,-0.1056352535952194,-0.004286896296364594,-0.0064040317109187225,0.005064434764840808,0.006404080637643349,0.0021171359407961593,0.03043631415963759,0.0,1.0,0.543462835724212,1.0,0.8228,confident_agreement,0.0,1.0,0.5488763044385815,1.0,1.0,0.0,-0.9999999919125918
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,linear_welfare_heavy,baseline,1,experiments/runs/20260514_181018_936001_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_linear_welfare_heavy_seed01,False,19.0,no_finite_pairs,5000,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,linear_welfare_heavy,baseline,2,experiments/runs/20260514_181028_709521_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_linear_welfare_heavy_seed02,True,21.0,no_finite_pairs,5000,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,linear_welfare_heavy,baseline,3,experiments/runs/20260514_181038_449221_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_linear_welfare_heavy_seed03,False,23.0,no_finite_pairs,5000,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,1,experiments/runs/20260514_181048_151347_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed01,True,12.0,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,all,0.0,1.0,1.0,1.0,0.0,nan,nan
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,2,experiments/runs/20260514_181107_027188_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed02,True,11.0,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,all,0.0,1.0,1.0,1.0,0.0,nan,nan
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,3,experiments/runs/20260514_181126_280119_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed03,True,12.0,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,all,0.0,1.0,1.0,1.0,0.0,nan,nan
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_all_replay,diagnostic,1,experiments/runs/20260514_181145_336689_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_all_replay_seed01,True,12.0,complete,5000,5000,0.14,0.86,0.9976,0.0024,1.0,0.0,0.9838222036395264,0.011525753109359752,0.011333954460357318,0.011526057865209143,0.011333954460357318,0.000351012495388752,0.012772582075803871,0.0,1.0,1.0,1.0,0.86,all,0.0,1.0,1.0,1.0,1.0,0.0,-0.9999998322899616
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_all_replay,diagnostic,2,experiments/runs/20260514_181205_966996_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_all_replay_seed02,True,11.0,complete,5000,5000,0.1204,0.8796,0.979,0.021,1.0,0.0,0.990091435504856,0.014456729808730653,0.014537256242377668,0.01475147496111116,0.014537256242377668,0.00033001519261840724,0.016348497332394196,0.0,1.0,1.0,1.0,0.8795999999999999,all,0.0,1.0,1.0,1.0,1.0,0.0,-0.9999990957690724
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_all_replay,diagnostic,3,experiments/runs/20260514_181225_636175_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_all_replay_seed03,True,12.0,complete,5000,5000,0.1402,0.8598,0.958,0.042,1.0,0.0,0.9723857595556229,0.011221501474176708,0.011569899847471117,0.011756437873264075,0.011569899847471117,0.0004580450560695762,0.013096430983174659,0.0,1.0,1.0,1.0,0.8598,all,0.0,1.0,1.0,1.0,1.0,0.0,-0.9999988792354816
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_confident_agreement_replay,diagnostic,1,experiments/runs/20260514_181246_050736_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_replay_seed01,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,confident_agreement,0.0,0.0,0.0,0.0,0.0,1.0,-0.3507502160108187
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_confident_agreement_replay,diagnostic,2,experiments/runs/20260514_181258_648651_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_replay_seed02,False,nan,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,confident_agreement,0.0,0.0,0.0,0.0,0.0,1.0,-0.661402223688696
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_confident_agreement_replay,diagnostic,3,experiments/runs/20260514_181311_568634_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_replay_seed03,False,nan,complete,5000,59,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0053014691464182365,0.0053014691464182365,0.0053014691464182365,0.0053014691464182365,0.0,0.006082070429147153,0.0,0.0118,0.0118,0.0118,0.0118,confident_agreement,0.0,0.0,0.0,0.0,0.0,1.0,-0.4771177651330038
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay,diagnostic,1,experiments/runs/20260514_181324_399711_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay_seed01,True,12.0,complete,5000,4965,0.1339375629405841,0.8660624370594159,0.9981873111782478,0.0018126888217522659,1.0,0.0,0.9880131464182237,0.012103713426469332,0.011887830036388523,0.012104090103001576,0.011887830036388523,0.00032523550315235783,0.013386493599792175,0.65,0.993,0.993,0.993,0.8604,confident_agreement,0.5,1.0,1.0,1.0,1.0,0.0,-0.9999997992888622
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay,diagnostic,2,experiments/runs/20260514_181345_235637_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay_seed02,True,11.0,complete,5000,4972,0.11604987932421561,0.8839501206757844,0.9794851166532582,0.020514883346741754,1.0,0.0,0.9902024329011098,0.013448728419757281,0.013515349366512249,0.013745114957531345,0.013515349366512249,0.0003131460138753043,0.015215064365004732,0.65,0.9944,0.9944,0.9944,0.8798,confident_agreement,0.5,1.0,1.0,1.0,1.0,0.0,-0.9999990993104
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay,diagnostic,3,experiments/runs/20260514_181406_456390_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_curriculum_floor50_d30_replay_seed03,True,12.0,complete,5000,4957,0.13375025216865039,0.8662497478313496,0.9590478111761146,0.04095218882388541,1.0,0.0,0.9849372808886723,0.011949691931864197,0.012252671765587815,0.01248698843381747,0.012252671765587815,0.0004105123811147487,0.013831850583884697,0.65,0.9914000000000001,0.9914000000000001,0.9914000000000001,0.8592,confident_agreement,0.5,1.0,1.0,1.0,1.0,0.0,-0.9999994868078952
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_confident_agreement_soft_min25_replay,diagnostic,1,experiments/runs/20260514_181427_288885_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_soft_min25_replay_seed01,True,12.0,complete,5000,5000,0.14,0.86,0.9986,0.0014,1.0,0.0,0.9754778750680397,0.010756258223947789,0.010529675177007328,0.010756421059769114,0.010529675177007328,0.000341618309287066,0.011879082566760499,0.0,1.0,0.719272593970465,1.0,0.86,confident_agreement,0.0,1.0,0.8079341524450996,1.0,1.0,0.0,-0.9999999496071038
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_confident_agreement_soft_min25_replay,diagnostic,2,experiments/runs/20260514_181448_532789_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_soft_min25_replay_seed02,True,11.0,complete,5000,5000,0.139,0.861,0.9792,0.0208,1.0,0.0,0.9819146096509056,0.011595133322825132,0.01168870740458049,0.011889829693263078,0.01168870740458049,0.00038503797137843317,0.013218260071417933,0.0,1.0,0.6999721061369981,1.0,0.861,confident_agreement,0.0,1.0,0.8079698535063732,1.0,1.0,0.0,-0.9999998830277664
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_confident_agreement_soft_min25_replay,diagnostic,3,experiments/runs/20260514_181508_909572_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_soft_min25_replay_seed03,True,14.0,complete,5000,5000,0.1608,0.8392,0.9574,0.0426,1.0,0.0,0.9779104658851684,0.012248398328365207,0.012580676104796806,0.012784668001686834,0.012580676104796806,0.0005352881756655414,0.01420707734956399,0.0,1.0,0.6713089167422958,1.0,0.8392000000000001,confident_agreement,0.0,1.0,0.8079612696104854,1.0,1.0,0.0,-0.999999913632206
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_confident_agreement_soft_min50_replay,nabm,1,experiments/runs/20260514_181528_914582_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_soft_min50_replay_seed01,True,12.0,complete,5000,5000,0.1394,0.8606,0.997,0.003,1.0,0.0,0.981368063023946,0.011404286628081517,0.011212408713867352,0.011404624626138494,0.011212408713867352,0.00038617983057391683,0.01264015860344674,0.0,1.0,0.8059428713473737,1.0,0.8606,confident_agreement,0.0,1.0,0.8721291108230075,1.0,1.0,0.0,-0.99999992124021
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_confident_agreement_soft_min50_replay,nabm,2,experiments/runs/20260514_181550_894895_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_soft_min50_replay_seed02,True,11.0,complete,5000,5000,0.12,0.88,0.9798,0.0202,1.0,0.0,0.9872263698959325,0.012651598030703027,0.012703994055315828,0.012946306701443339,0.012703994055315828,0.00031067123175575293,0.014337474074882228,0.0,1.0,0.7975341178277678,1.0,0.88,confident_agreement,0.0,1.0,0.8720720827395029,1.0,1.0,0.0,-0.9999996672975736
toy24_basin_learned_credit_soft_replay_quick,toy4_basin_learned_credit_soft_replay,toy4,learned_candidate_context_confident_agreement_soft_min50_replay,nabm,3,experiments/runs/20260514_181611_889080_toy24_basin_learned_credit_soft_replay_quick_toy4_basin_learned_credit_soft_replay_learned_candidate_context_confident_agreement_soft_min50_replay_seed03,True,12.0,complete,5000,5000,0.1404,0.8596,0.9578,0.0422,1.0,0.0,0.9743669595417871,0.011524783465577235,0.01186477807629663,0.0120601185869918,0.01186477807629663,0.00047640192620016056,0.013428326879140863,0.0,1.0,0.798445922254045,1.0,0.8595999999999999,confident_agreement,0.0,1.0,0.8721299085791102,1.0,1.0,0.0,-0.9999995900798506
