label,case,toy,variant,group,seed,run_dir,final_within_ceiling,time_to_ceiling,diagnostic_status,micro_row_count,finite_pair_count,learned_abstention_rate,learned_non_abstain_rate,prototype_learned_sign_agreement_rate,prototype_learned_sign_conflict_rate,non_abstain_sign_agreement_rate,non_abstain_sign_conflict_rate,prototype_learned_advantage_correlation,prototype_advantage_mean,learned_advantage_mean,prototype_advantage_abs_mean,learned_advantage_abs_mean,advantage_delta_abs_mean,learned_uncertainty_mean,aggregate_training_replay_min_selected_rate_mean,aggregate_training_replay_selected_rate_mean,aggregate_training_replay_weight_mean,aggregate_training_replay_weight_positive_rate_mean,aggregate_training_learned_credit_rate_mean,final_aggregate_training_replay_selection,final_aggregate_training_replay_min_selected_rate,final_aggregate_training_replay_selected_rate,final_aggregate_training_replay_weight_mean,final_aggregate_training_replay_weight_positive_rate,final_aggregate_training_learned_credit_rate,final_aggregate_abstention_rate,final_aggregate_prototype_correlation
toy24_basin_learned_credit_weight_scorer_quick,toy4_basin_learned_credit_weight_scorer,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,1,experiments/runs/20260514_184824_573647_toy24_basin_learned_credit_weight_scorer_quick_toy4_basin_learned_credit_weight_scorer_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed01,True,12,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,all,0.0,1.0,1.0,1.0,0.0,nan,nan
toy24_basin_learned_credit_weight_scorer_quick,toy4_basin_learned_credit_weight_scorer,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,2,experiments/runs/20260514_184841_598455_toy24_basin_learned_credit_weight_scorer_quick_toy4_basin_learned_credit_weight_scorer_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed02,True,11,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,all,0.0,1.0,1.0,1.0,0.0,nan,nan
toy24_basin_learned_credit_weight_scorer_quick,toy4_basin_learned_credit_weight_scorer,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,3,experiments/runs/20260514_184858_678558_toy24_basin_learned_credit_weight_scorer_quick_toy4_basin_learned_credit_weight_scorer_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed03,True,12,no_finite_pairs,5000,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,all,0.0,1.0,1.0,1.0,0.0,nan,nan
toy24_basin_learned_credit_weight_scorer_quick,toy4_basin_learned_credit_weight_scorer,toy4,learned_candidate_context_all_replay,diagnostic,1,experiments/runs/20260514_184915_920044_toy24_basin_learned_credit_weight_scorer_quick_toy4_basin_learned_credit_weight_scorer_learned_candidate_context_all_replay_seed01,True,12,complete,5000,5000,0.14,0.86,0.9976,0.0024,1.0,0.0,0.9838222036395264,0.011525753109359752,0.011333954460357318,0.011526057865209143,0.011333954460357318,0.000351012495388752,0.012772582075803871,0.0,1.0,1.0,1.0,0.86,all,0.0,1.0,1.0,1.0,1.0,0.0,-0.9999998322899616
toy24_basin_learned_credit_weight_scorer_quick,toy4_basin_learned_credit_weight_scorer,toy4,learned_candidate_context_all_replay,diagnostic,2,experiments/runs/20260514_184934_611350_toy24_basin_learned_credit_weight_scorer_quick_toy4_basin_learned_credit_weight_scorer_learned_candidate_context_all_replay_seed02,True,11,complete,5000,5000,0.1204,0.8796,0.979,0.021,1.0,0.0,0.990091435504856,0.014456729808730653,0.014537256242377668,0.01475147496111116,0.014537256242377668,0.00033001519261840724,0.016348497332394196,0.0,1.0,1.0,1.0,0.8795999999999999,all,0.0,1.0,1.0,1.0,1.0,0.0,-0.9999990957690724
toy24_basin_learned_credit_weight_scorer_quick,toy4_basin_learned_credit_weight_scorer,toy4,learned_candidate_context_all_replay,diagnostic,3,experiments/runs/20260514_184954_820413_toy24_basin_learned_credit_weight_scorer_quick_toy4_basin_learned_credit_weight_scorer_learned_candidate_context_all_replay_seed03,True,12,complete,5000,5000,0.1402,0.8598,0.958,0.042,1.0,0.0,0.9723857595556229,0.011221501474176708,0.011569899847471117,0.011756437873264075,0.011569899847471117,0.0004580450560695762,0.013096430983174659,0.0,1.0,1.0,1.0,0.8598,all,0.0,1.0,1.0,1.0,1.0,0.0,-0.9999988792354816
toy24_basin_learned_credit_weight_scorer_quick,toy4_basin_learned_credit_weight_scorer,toy4,learned_candidate_context_confident_agreement_soft_min50_replay,diagnostic,1,experiments/runs/20260514_185015_699420_toy24_basin_learned_credit_weight_scorer_quick_toy4_basin_learned_credit_weight_scorer_learned_candidate_context_confident_agreement_soft_min50_replay_seed01,True,12,complete,5000,5000,0.1394,0.8606,0.997,0.003,1.0,0.0,0.981368063023946,0.011404286628081517,0.011212408713867352,0.011404624626138494,0.011212408713867352,0.00038617983057391683,0.01264015860344674,0.0,1.0,0.8059428713473737,1.0,0.8606,confident_agreement,0.0,1.0,0.8721291108230075,1.0,1.0,0.0,-0.99999992124021
toy24_basin_learned_credit_weight_scorer_quick,toy4_basin_learned_credit_weight_scorer,toy4,learned_candidate_context_confident_agreement_soft_min50_replay,diagnostic,2,experiments/runs/20260514_185036_944124_toy24_basin_learned_credit_weight_scorer_quick_toy4_basin_learned_credit_weight_scorer_learned_candidate_context_confident_agreement_soft_min50_replay_seed02,True,11,complete,5000,5000,0.12,0.88,0.9798,0.0202,1.0,0.0,0.9872263698959325,0.012651598030703027,0.012703994055315828,0.012946306701443339,0.012703994055315828,0.00031067123175575293,0.014337474074882228,0.0,1.0,0.7975341178277678,1.0,0.88,confident_agreement,0.0,1.0,0.8720720827395029,1.0,1.0,0.0,-0.9999996672975736
toy24_basin_learned_credit_weight_scorer_quick,toy4_basin_learned_credit_weight_scorer,toy4,learned_candidate_context_confident_agreement_soft_min50_replay,diagnostic,3,experiments/runs/20260514_185055_592513_toy24_basin_learned_credit_weight_scorer_quick_toy4_basin_learned_credit_weight_scorer_learned_candidate_context_confident_agreement_soft_min50_replay_seed03,True,12,complete,5000,5000,0.1404,0.8596,0.9578,0.0422,1.0,0.0,0.9743669595417871,0.011524783465577235,0.01186477807629663,0.0120601185869918,0.01186477807629663,0.00047640192620016056,0.013428326879140863,0.0,1.0,0.798445922254045,1.0,0.8595999999999999,confident_agreement,0.0,1.0,0.8721299085791102,1.0,1.0,0.0,-0.9999995900798506
toy24_basin_learned_credit_weight_scorer_quick,toy4_basin_learned_credit_weight_scorer,toy4,learned_candidate_context_weight_scorer_replay,nabm,1,experiments/runs/20260514_185116_023059_toy24_basin_learned_credit_weight_scorer_quick_toy4_basin_learned_credit_weight_scorer_learned_candidate_context_weight_scorer_replay_seed01,True,12,complete,5000,5000,0.14,0.86,0.9976,0.0024,1.0,0.0,0.9838168892500262,0.011526406336036122,0.011335004992679896,0.011526712095795264,0.011335004992679896,0.0003513252548740449,0.012772434409139034,0.0,1.0,0.9840888673350986,1.0,0.86,all,0.0,1.0,0.9849300725583042,1.0,1.0,0.0,-0.9999998264165888
toy24_basin_learned_credit_weight_scorer_quick,toy4_basin_learned_credit_weight_scorer,toy4,learned_candidate_context_weight_scorer_replay,nabm,2,experiments/runs/20260514_185135_275712_toy24_basin_learned_credit_weight_scorer_quick_toy4_basin_learned_credit_weight_scorer_learned_candidate_context_weight_scorer_replay_seed02,True,11,complete,5000,5000,0.1206,0.8794,0.979,0.021,1.0,0.0,0.988358747805357,0.014096400371700207,0.01417779074848981,0.014391145949599789,0.01417779074848981,0.0003394231917682427,0.015950122442213322,0.0,1.0,0.9747663060989707,1.0,0.8794,all,0.0,1.0,0.9849369759198272,1.0,1.0,0.0,-0.9999993368440871
toy24_basin_learned_credit_weight_scorer_quick,toy4_basin_learned_credit_weight_scorer,toy4,learned_candidate_context_weight_scorer_replay,nabm,3,experiments/runs/20260514_185157_638992_toy24_basin_learned_credit_weight_scorer_quick_toy4_basin_learned_credit_weight_scorer_learned_candidate_context_weight_scorer_replay_seed03,True,12,complete,5000,5000,0.1396,0.8604,0.9574,0.0426,1.0,0.0,0.9819426623072643,0.011771423746485635,0.012103721437099245,0.012306920221361841,0.012103721437099245,0.0004688247254101229,0.013677272980647302,0.0,1.0,0.964574628709972,1.0,0.8604,all,0.0,1.0,0.9849350527095232,1.0,1.0,0.0,-0.9999986913811691
