label,case,toy,variant,group,seed,run_dir,final_within_ceiling,time_to_ceiling,diagnostic_status,micro_row_count,finite_pair_count,learned_abstention_rate,learned_non_abstain_rate,prototype_learned_sign_agreement_rate,prototype_learned_sign_conflict_rate,non_abstain_sign_agreement_rate,non_abstain_sign_conflict_rate,prototype_learned_advantage_correlation,prototype_advantage_mean,learned_advantage_mean,prototype_advantage_abs_mean,learned_advantage_abs_mean,advantage_delta_abs_mean,learned_uncertainty_mean,final_aggregate_abstention_rate,final_aggregate_prototype_correlation
toy24_basin_learned_credit_candidate_context_replay_quick,toy2_basin_learned_credit_candidate_context,toy2,mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_zero,diagnostic,2,experiments/runs/20260514_160640_670955_toy24_basin_learned_credit_candidate_context_replay_quick_toy2_basin_learned_credit_candidate_context_mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_zero_seed02,True,10,complete,5000,5000,0.1828,0.8172,0.98,0.02,1.0,0.0,-0.0006318122389609732,-0.00482258516816567,-0.0064547496943851415,0.00482258516816567,0.006515028708622799,0.0016924435404571292,0.03080455189680418,0.0,-0.9999999716537794
toy24_basin_learned_credit_candidate_context_replay_quick,toy2_basin_learned_credit_candidate_context,toy2,mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_zero,diagnostic,3,experiments/runs/20260514_160655_233541_toy24_basin_learned_credit_candidate_context_replay_quick_toy2_basin_learned_credit_candidate_context_mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_zero_seed03,True,9,complete,5000,5000,0.1814,0.8186,0.9998,0.0002,1.0,0.0,-0.2519420450468078,-0.00462200199540478,-0.006365198999153108,0.00462200199540478,0.006365356793364181,0.0017433547979594018,0.030324478372983788,0.0,-0.9999999866768576
toy24_basin_learned_credit_candidate_context_replay_quick,toy4_basin_learned_credit_candidate_context,toy4,linear_welfare_heavy,baseline,1,experiments/runs/20260514_160709_983735_toy24_basin_learned_credit_candidate_context_replay_quick_toy4_basin_learned_credit_candidate_context_linear_welfare_heavy_seed01,False,19,no_finite_pairs,5000,,,,,,,,,,,,,,,,
toy24_basin_learned_credit_candidate_context_replay_quick,toy4_basin_learned_credit_candidate_context,toy4,linear_welfare_heavy,baseline,2,experiments/runs/20260514_160719_901727_toy24_basin_learned_credit_candidate_context_replay_quick_toy4_basin_learned_credit_candidate_context_linear_welfare_heavy_seed02,True,21,no_finite_pairs,5000,,,,,,,,,,,,,,,,
toy24_basin_learned_credit_candidate_context_replay_quick,toy4_basin_learned_credit_candidate_context,toy4,linear_welfare_heavy,baseline,3,experiments/runs/20260514_160729_514646_toy24_basin_learned_credit_candidate_context_replay_quick_toy4_basin_learned_credit_candidate_context_linear_welfare_heavy_seed03,False,23,no_finite_pairs,5000,,,,,,,,,,,,,,,,
toy24_basin_learned_credit_candidate_context_replay_quick,toy4_basin_learned_credit_candidate_context,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,1,experiments/runs/20260514_160739_167382_toy24_basin_learned_credit_candidate_context_replay_quick_toy4_basin_learned_credit_candidate_context_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed01,True,12,no_finite_pairs,5000,,,,,,,,,,,,,,,,
toy24_basin_learned_credit_candidate_context_replay_quick,toy4_basin_learned_credit_candidate_context,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,2,experiments/runs/20260514_160756_493437_toy24_basin_learned_credit_candidate_context_replay_quick_toy4_basin_learned_credit_candidate_context_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed02,True,11,no_finite_pairs,5000,,,,,,,,,,,,,,,,
toy24_basin_learned_credit_candidate_context_replay_quick,toy4_basin_learned_credit_candidate_context,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,3,experiments/runs/20260514_160814_308571_toy24_basin_learned_credit_candidate_context_replay_quick_toy4_basin_learned_credit_candidate_context_mixed_objective_basin_escalate_credit_p3_min2_h1_prototype_seed03,True,12,no_finite_pairs,5000,,,,,,,,,,,,,,,,
toy24_basin_learned_credit_candidate_context_replay_quick,toy4_basin_learned_credit_candidate_context,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_prototype,nabm,1,experiments/runs/20260514_160832_223309_toy24_basin_learned_credit_candidate_context_replay_quick_toy4_basin_learned_credit_candidate_context_mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_prototype_seed01,True,12,complete,5000,5000,0.14,0.86,0.9976,0.0024,1.0,0.0,0.9838222036395264,0.011525753109359752,0.011333954460357318,0.011526057865209143,0.011333954460357318,0.000351012495388752,0.012772582075803871,0.0,-0.9999998322899616
toy24_basin_learned_credit_candidate_context_replay_quick,toy4_basin_learned_credit_candidate_context,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_prototype,nabm,2,experiments/runs/20260514_160850_806669_toy24_basin_learned_credit_candidate_context_replay_quick_toy4_basin_learned_credit_candidate_context_mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_prototype_seed02,True,11,complete,5000,5000,0.1204,0.8796,0.979,0.021,1.0,0.0,0.990091435504856,0.014456729808730653,0.014537256242377668,0.01475147496111116,0.014537256242377668,0.00033001519261840724,0.016348497332394196,0.0,-0.9999990957690724
toy24_basin_learned_credit_candidate_context_replay_quick,toy4_basin_learned_credit_candidate_context,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_prototype,nabm,3,experiments/runs/20260514_160909_121736_toy24_basin_learned_credit_candidate_context_replay_quick_toy4_basin_learned_credit_candidate_context_mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_prototype_seed03,True,12,complete,5000,5000,0.1402,0.8598,0.958,0.042,1.0,0.0,0.9723857595556229,0.011221501474176708,0.011569899847471117,0.011756437873264075,0.011569899847471117,0.0004580450560695762,0.013096430983174659,0.0,-0.9999988792354816
toy24_basin_learned_credit_candidate_context_replay_quick,toy4_basin_learned_credit_candidate_context,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_zero,diagnostic,1,experiments/runs/20260514_160927_808045_toy24_basin_learned_credit_candidate_context_replay_quick_toy4_basin_learned_credit_candidate_context_mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_zero_seed01,True,12,complete,5000,5000,0.1394,0.8606,0.8606,0.1394,1.0,0.0,0.9976476157847372,0.011652072840806597,0.011840112848148152,0.011652072840806597,0.011840112848148152,0.0001880400073415535,0.013340008062149206,0.0,-0.9999998209255448
toy24_basin_learned_credit_candidate_context_replay_quick,toy4_basin_learned_credit_candidate_context,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_zero,diagnostic,2,experiments/runs/20260514_160946_035496_toy24_basin_learned_credit_candidate_context_replay_quick_toy4_basin_learned_credit_candidate_context_mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_zero_seed02,True,11,complete,5000,5000,0.1204,0.8796,0.8796,0.1204,1.0,0.0,0.9972108693067495,0.014428903877862083,0.014537950882116934,0.014428903877862083,0.014537950882116934,0.0001090470042548517,0.01634909769665616,0.0,-0.9999990901486842
toy24_basin_learned_credit_candidate_context_replay_quick,toy4_basin_learned_credit_candidate_context,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_zero,diagnostic,3,experiments/runs/20260514_161005_033377_toy24_basin_learned_credit_candidate_context_replay_quick_toy4_basin_learned_credit_candidate_context_mixed_objective_basin_escalate_credit_p3_min2_h1_learned_candidate_context_zero_seed03,True,12,complete,5000,5000,0.1402,0.8598,0.8598,0.1402,1.0,0.0,0.992840916992302,0.012140823390498252,0.012320290936685449,0.012140823390498252,0.012320290936685449,0.0001794675461871964,0.013929385684921147,0.0,-0.9999988857032428
