label,case,toy,variant,group,baseline_group,nabm_group,seed,primary_metric,metric_value,direction,ceiling_metric,ceiling_value,ceiling_tolerance,ceiling_metric_value,ceiling_gap,final_within_ceiling,ever_reached_ceiling,time_to_ceiling,ever_ceiling_final_miss,late_flip_count_after_first_ceiling,late_flip_rate_after_first_ceiling,terminal_window_size,terminal_window_ceiling_rate,terminal_window_mean_ceiling_metric,config_path,run_dir,nabm_status,neural_role,social_channels,reference_policies
toy24_revision_operator_controls_quick,toy2_revision_operator_controls,toy2,revision_operator_terminal_argmax_k5,control,baseline,control,1,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,19,False,26.0,0.008387096774193548,5,1.0,3.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy2_revision_operator_controls_revision_operator_terminal_argmax_k5_seed01.yaml,experiments/runs/20260520_115422_880920_toy24_revision_operator_controls_quick_toy2_revision_operator_controls_revision_operator_terminal_argmax_k5_seed01,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy2_revision_operator_controls,toy2,revision_operator_terminal_argmax_k5,control,baseline,control,2,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,16,False,48.0,0.014117647058823528,5,1.0,3.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy2_revision_operator_controls_revision_operator_terminal_argmax_k5_seed02.yaml,experiments/runs/20260520_115434_645542_toy24_revision_operator_controls_quick_toy2_revision_operator_controls_revision_operator_terminal_argmax_k5_seed02,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy2_revision_operator_controls,toy2,revision_operator_terminal_argmax_k5,control,baseline,control,3,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,23,False,16.0,0.005925925925925926,5,1.0,3.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy2_revision_operator_controls_revision_operator_terminal_argmax_k5_seed03.yaml,experiments/runs/20260520_115446_494294_toy24_revision_operator_controls_quick_toy2_revision_operator_controls_revision_operator_terminal_argmax_k5_seed03,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,reputation_imitation,baseline,baseline,control,1,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,3,False,0.0,0.0,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_reputation_imitation_seed01.yaml,experiments/runs/20260520_115458_078977_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_reputation_imitation_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,reputation_imitation,baseline,baseline,control,2,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,3,False,0.0,0.0,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_reputation_imitation_seed02.yaml,experiments/runs/20260520_115502_114373_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_reputation_imitation_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,reputation_imitation,baseline,baseline,control,3,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,2,False,0.0,0.0,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_reputation_imitation_seed03.yaml,experiments/runs/20260520_115506_173536_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_reputation_imitation_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,revision_operator_mixed_objective_basin_w0p5_0p5_h1,diagnostic,baseline,control,1,final_mean_payoff,0.594,maximize,mean_payoff,0.6,0.005,0.594,0.006000000000000005,False,True,19,True,21.0,0.0067741935483870966,5,0.8,0.5988,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed01.yaml,experiments/runs/20260520_115510_239123_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,revision_operator_mixed_objective_basin_w0p5_0p5_h1,diagnostic,baseline,control,2,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,16,False,34.0,0.01,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed02.yaml,experiments/runs/20260520_115525_628016_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,revision_operator_mixed_objective_basin_w0p5_0p5_h1,diagnostic,baseline,control,3,final_mean_payoff,0.594,maximize,mean_payoff,0.6,0.005,0.594,0.006000000000000005,False,True,22,True,35.0,0.012499999999999999,5,0.6,0.5976,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed03.yaml,experiments/runs/20260520_115541_087567_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,revision_operator_commitment_hysteresis,control,baseline,control,1,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,13,False,2.0,0.0005405405405405405,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_revision_operator_commitment_hysteresis_seed01.yaml,experiments/runs/20260520_115556_752071_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_revision_operator_commitment_hysteresis_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,revision_operator_commitment_hysteresis,control,baseline,control,2,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,14,False,0.0,0.0,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_revision_operator_commitment_hysteresis_seed02.yaml,experiments/runs/20260520_115612_307945_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_revision_operator_commitment_hysteresis_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,revision_operator_commitment_hysteresis,control,baseline,control,3,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,14,False,14.0,0.003888888888888889,5,0.8,0.5988,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_revision_operator_commitment_hysteresis_seed03.yaml,experiments/runs/20260520_115627_964671_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_revision_operator_commitment_hysteresis_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,revision_operator_terminal_argmax_k1,control,baseline,control,1,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,19,False,20.0,0.0064516129032258064,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_revision_operator_terminal_argmax_k1_seed01.yaml,experiments/runs/20260520_115643_285381_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_revision_operator_terminal_argmax_k1_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,revision_operator_terminal_argmax_k1,control,baseline,control,2,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,16,False,34.0,0.01,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_revision_operator_terminal_argmax_k1_seed02.yaml,experiments/runs/20260520_115658_919907_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_revision_operator_terminal_argmax_k1_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,revision_operator_terminal_argmax_k1,control,baseline,control,3,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,22,False,34.0,0.012142857142857144,5,0.8,0.5988,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_revision_operator_terminal_argmax_k1_seed03.yaml,experiments/runs/20260520_115714_444708_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_revision_operator_terminal_argmax_k1_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,revision_operator_terminal_argmax_k5,control,baseline,control,1,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,19,False,20.0,0.0064516129032258064,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_revision_operator_terminal_argmax_k5_seed01.yaml,experiments/runs/20260520_115729_973747_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_revision_operator_terminal_argmax_k5_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,revision_operator_terminal_argmax_k5,control,baseline,control,2,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,16,False,34.0,0.01,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_revision_operator_terminal_argmax_k5_seed02.yaml,experiments/runs/20260520_115745_340504_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_revision_operator_terminal_argmax_k5_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_controls_quick,toy4_revision_operator_controls,toy4,revision_operator_terminal_argmax_k5,control,baseline,control,3,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,22,False,32.0,0.011428571428571429,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_controls_quick/toy4_revision_operator_controls_revision_operator_terminal_argmax_k5_seed03.yaml,experiments/runs/20260520_115801_120879_toy24_revision_operator_controls_quick_toy4_revision_operator_controls_revision_operator_terminal_argmax_k5_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
