label,manifest_path,runs_path,profile_json_path,profile_markdown_path,profile_cases_path,status,passed,case,toy,case_status,best_main_variant,best_baseline_variant,final_ceiling_hits,expected_seed_count,mean_time_to_ceiling,metric_mean,terminal_ceiling_rate_mean,issue_codes,notes,profile_notes,skipped_reason
toy4_resource_threshold_hardening_quick,experiments/evidence/toy4_resource_threshold_hardening_quick.yaml,experiments/results/nabm_effect_matrix/toy4_resource_threshold_hardening_quick_runs.csv,experiments/results/nabm_effect_matrix/toy4_resource_threshold_hardening_quick_profile.json,experiments/results/nabm_effect_matrix/toy4_resource_threshold_hardening_quick_profile.md,experiments/results/nabm_effect_matrix/toy4_resource_threshold_hardening_quick_profile_cases.csv,pass,True,toy4_resource_threshold_hardening,toy4,pass,revision_precommitment_peer_evidence_resource_threshold_local_envw2p0,reputation_imitation_resource_p0p35,5,5,30.8,0.6,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path","toy24_objective_basin_evidence,toy24_revision_operator_evidence",
toy4_resource_threshold_heterogeneous_extraction_stress_quick,experiments/evidence/toy4_resource_threshold_heterogeneous_extraction_stress_quick.yaml,experiments/results/nabm_effect_matrix/toy4_resource_threshold_heterogeneous_extraction_stress_quick_runs.csv,experiments/results/nabm_effect_matrix/toy4_resource_threshold_heterogeneous_extraction_stress_quick_profile.json,experiments/results/nabm_effect_matrix/toy4_resource_threshold_heterogeneous_extraction_stress_quick_profile.md,experiments/results/nabm_effect_matrix/toy4_resource_threshold_heterogeneous_extraction_stress_quick_profile_cases.csv,pass,True,toy4_resource_threshold_heterogeneous_extraction_stress,toy4,pass,revision_precommitment_peer_evidence_resource_threshold_local_envw2p0_heterogeneous_extraction_h1p0,reputation_imitation_resource_p0p35_heterogeneous_extraction_h1p0,5,5,33.0,0.6,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path","toy24_objective_basin_evidence,toy24_revision_operator_evidence",
toy4_noisy_rep_local_obs_stress_quick,experiments/evidence/toy4_resource_threshold_noisy_reputation_local_observation_stress_quick.yaml,experiments/results/nabm_effect_matrix/toy4_noisy_rep_local_obs_stress_quick_runs.csv,experiments/results/nabm_effect_matrix/toy4_noisy_rep_local_obs_stress_quick_profile.json,experiments/results/nabm_effect_matrix/toy4_noisy_rep_local_obs_stress_quick_profile.md,experiments/results/nabm_effect_matrix/toy4_noisy_rep_local_obs_stress_quick_profile_cases.csv,pass,True,toy4_noisy_rep_local_obs_stress,toy4,pass,rev_local_sustain_obs_noisy_s2p0,rep_clean,5,5,30.0,0.6,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path","toy24_objective_basin_evidence,toy24_revision_operator_evidence",
toy4_resource_threshold_noisy_reputation_stress_quick,experiments/evidence/toy4_resource_threshold_noisy_reputation_stress_quick.yaml,experiments/results/nabm_effect_matrix/toy4_resource_threshold_noisy_reputation_stress_quick_runs.csv,experiments/results/nabm_effect_matrix/toy4_resource_threshold_noisy_reputation_stress_quick_profile.json,experiments/results/nabm_effect_matrix/toy4_resource_threshold_noisy_reputation_stress_quick_profile.md,experiments/results/nabm_effect_matrix/toy4_resource_threshold_noisy_reputation_stress_quick_profile_cases.csv,pass,True,toy4_resource_threshold_noisy_reputation_stress,toy4,pass,revision_precommitment_peer_evidence_resource_threshold_local_envw2p0_reputation_noise_s2p0,reputation_imitation_resource_p0p35_clean,5,5,30.8,0.6,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path","toy24_objective_basin_evidence,toy24_revision_operator_evidence",
toy4_resource_threshold_probe_quick,experiments/evidence/toy4_resource_threshold_probe_quick.yaml,experiments/results/nabm_effect_matrix/toy4_resource_threshold_probe_quick_runs.csv,experiments/results/nabm_effect_matrix/toy4_resource_threshold_probe_quick_profile.json,experiments/results/nabm_effect_matrix/toy4_resource_threshold_probe_quick_profile.md,experiments/results/nabm_effect_matrix/toy4_resource_threshold_probe_quick_profile_cases.csv,pass,True,toy4_resource_threshold_probe,toy4,pass,revision_precommitment_peer_evidence_resource_threshold_local_envw2p0,reputation_imitation_resource_p0p35,3,3,30.666666666666668,0.6,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path,toy24_main_candidate_ceiling_miss","toy24_objective_basin_evidence,toy24_revision_operator_evidence",
toy4_resource_threshold_sparse_resource_observation_stress_quick,experiments/evidence/toy4_resource_threshold_sparse_resource_observation_stress_quick.yaml,experiments/results/nabm_effect_matrix/toy4_resource_threshold_sparse_resource_observation_stress_quick_runs.csv,experiments/results/nabm_effect_matrix/toy4_resource_threshold_sparse_resource_observation_stress_quick_profile.json,experiments/results/nabm_effect_matrix/toy4_resource_threshold_sparse_resource_observation_stress_quick_profile.md,experiments/results/nabm_effect_matrix/toy4_resource_threshold_sparse_resource_observation_stress_quick_profile_cases.csv,pass,True,toy4_resource_threshold_sparse_resource_observation_stress,toy4,pass,revision_precommitment_peer_evidence_resource_threshold_local_envw2p0_local_sustain_observation,reputation_imitation_resource_p0p35_clean,5,5,30.0,0.6,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path","toy24_objective_basin_evidence,toy24_revision_operator_evidence",
toy5_neural_threshold_target_threshold_aware_wavefront_quick,experiments/evidence/toy5_neural_threshold_target_threshold_aware_wavefront_quick.yaml,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_runs.csv,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.json,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.md,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile_cases.csv,pass,True,toy5_threshold_aware_wavefront_no_seed_heterogeneous_safety,toy5,pass,neural_threshold_aware_wavefront_no_seed_threshold_anchor,neural_threshold_aware_wavefront_no_seed_output_average,5,5,0.0,1.0,1.0,,"toy5_no_seed_safety_case,toy5_direction_gate_separates_self_excitation,toy5_threshold_aware_direction",toy5_threshold_aware_evidence,
toy5_neural_threshold_target_threshold_aware_wavefront_quick,experiments/evidence/toy5_neural_threshold_target_threshold_aware_wavefront_quick.yaml,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_runs.csv,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.json,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.md,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile_cases.csv,pass,True,toy5_threshold_aware_lattice_k4_heterogeneous_h0p85_spread,toy5,pass,neural_threshold_aware_lattice_k4_h0p85_threshold_anchor,neural_threshold_aware_lattice_k4_h0p85_output_average,5,5,36.2,100.0,1.0,,toy5_threshold_aware_direction,toy5_threshold_aware_evidence,
toy5_neural_threshold_target_threshold_aware_wavefront_quick,experiments/evidence/toy5_neural_threshold_target_threshold_aware_wavefront_quick.yaml,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_runs.csv,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.json,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.md,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile_cases.csv,pass,True,toy5_threshold_aware_lattice_k6_heterogeneous_h0p95_spread,toy5,pass,neural_threshold_aware_lattice_k6_h0p95_threshold_anchor,neural_threshold_aware_lattice_k6_h0p95_output_average,5,5,25.0,100.0,1.0,,toy5_threshold_aware_direction,toy5_threshold_aware_evidence,
toy5_neural_threshold_target_threshold_aware_wavefront_quick,experiments/evidence/toy5_neural_threshold_target_threshold_aware_wavefront_quick.yaml,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_runs.csv,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.json,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.md,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile_cases.csv,pass,True,toy5_threshold_aware_rewired_p0p10_heterogeneous_h0p95_spread,toy5,pass,neural_threshold_aware_rewired_p0p10_h0p95_threshold_anchor,neural_threshold_aware_rewired_p0p10_h0p95_output_average,5,5,10.0,100.0,1.0,,toy5_threshold_aware_direction,toy5_threshold_aware_evidence,
toy5_readiness_propagation_holdout_quick,experiments/evidence/toy5_readiness_propagation_holdout_quick.yaml,experiments/results/nabm_effect_matrix/toy5_readiness_propagation_holdout_quick_runs.csv,experiments/results/nabm_effect_matrix/toy5_readiness_propagation_holdout_quick_profile.json,experiments/results/nabm_effect_matrix/toy5_readiness_propagation_holdout_quick_profile.md,experiments/results/nabm_effect_matrix/toy5_readiness_propagation_holdout_quick_profile_cases.csv,pass,True,toy5_readiness_propagation_holdout,toy5,pass,neural_readiness_propagation_w1p0,neural_output_average,3,3,1.3333333333333333,100.0,1.0,,,,
