label,case,toy,variant,group,baseline_group,nabm_group,seed,primary_metric,metric_value,direction,config_path,run_dir,nabm_status,neural_role,social_channels,reference_policies
toy24_state_continuation_matrix_quick,toy2_state_continuation_vs_reputation,toy2,neural_continuation_social_heavy,nabm,baseline,nabm,2,final_mean_payoff,2.875,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy2_state_continuation_vs_reputation_neural_continuation_social_heavy_seed02.yaml,experiments/runs/20260513_004411_354848_toy24_state_continuation_matrix_quick_toy2_state_continuation_vs_reputation_neural_continuation_social_heavy_seed02,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy2_state_continuation_vs_reputation,toy2,neural_continuation_social_heavy,nabm,baseline,nabm,3,final_mean_payoff,2.905,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy2_state_continuation_vs_reputation_neural_continuation_social_heavy_seed03.yaml,experiments/runs/20260513_004416_148434_toy24_state_continuation_matrix_quick_toy2_state_continuation_vs_reputation_neural_continuation_social_heavy_seed03,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy2_state_continuation_vs_reputation,toy2,neural_continuation_welfare_heavy,nabm,baseline,nabm,1,final_mean_payoff,3.0,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy2_state_continuation_vs_reputation_neural_continuation_welfare_heavy_seed01.yaml,experiments/runs/20260513_004420_884917_toy24_state_continuation_matrix_quick_toy2_state_continuation_vs_reputation_neural_continuation_welfare_heavy_seed01,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy2_state_continuation_vs_reputation,toy2,neural_continuation_welfare_heavy,nabm,baseline,nabm,2,final_mean_payoff,3.0,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy2_state_continuation_vs_reputation_neural_continuation_welfare_heavy_seed02.yaml,experiments/runs/20260513_004425_765705_toy24_state_continuation_matrix_quick_toy2_state_continuation_vs_reputation_neural_continuation_welfare_heavy_seed02,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy2_state_continuation_vs_reputation,toy2,neural_continuation_welfare_heavy,nabm,baseline,nabm,3,final_mean_payoff,3.0,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy2_state_continuation_vs_reputation_neural_continuation_welfare_heavy_seed03.yaml,experiments/runs/20260513_004430_449372_toy24_state_continuation_matrix_quick_toy2_state_continuation_vs_reputation_neural_continuation_welfare_heavy_seed03,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,reputation_imitation,baseline,baseline,nabm,1,final_mean_payoff,0.6,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_reputation_imitation_seed01.yaml,experiments/runs/20260513_004435_308885_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_reputation_imitation_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,reputation_imitation,baseline,baseline,nabm,2,final_mean_payoff,0.6,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_reputation_imitation_seed02.yaml,experiments/runs/20260513_004439_283010_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_reputation_imitation_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,reputation_imitation,baseline,baseline,nabm,3,final_mean_payoff,0.6,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_reputation_imitation_seed03.yaml,experiments/runs/20260513_004443_257160_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_reputation_imitation_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,neural_material_output_average,nabm,baseline,nabm,1,final_mean_payoff,0.0,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_neural_material_output_average_seed01.yaml,experiments/runs/20260513_004447_222370_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_neural_material_output_average_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,neural_material_output_average,nabm,baseline,nabm,2,final_mean_payoff,0.0,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_neural_material_output_average_seed02.yaml,experiments/runs/20260513_004455_632247_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_neural_material_output_average_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,neural_material_output_average,nabm,baseline,nabm,3,final_mean_payoff,0.024000000000000004,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_neural_material_output_average_seed03.yaml,experiments/runs/20260513_004504_138257_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_neural_material_output_average_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,neural_continuation_balanced,nabm,baseline,nabm,1,final_mean_payoff,0.594,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_neural_continuation_balanced_seed01.yaml,experiments/runs/20260513_004512_515882_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_neural_continuation_balanced_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,neural_continuation_balanced,nabm,baseline,nabm,2,final_mean_payoff,0.6,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_neural_continuation_balanced_seed02.yaml,experiments/runs/20260513_004520_920123_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_neural_continuation_balanced_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,neural_continuation_balanced,nabm,baseline,nabm,3,final_mean_payoff,0.594,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_neural_continuation_balanced_seed03.yaml,experiments/runs/20260513_004529_362368_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_neural_continuation_balanced_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,neural_continuation_social_heavy,nabm,baseline,nabm,1,final_mean_payoff,0.0,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_neural_continuation_social_heavy_seed01.yaml,experiments/runs/20260513_004538_058219_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_neural_continuation_social_heavy_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,neural_continuation_social_heavy,nabm,baseline,nabm,2,final_mean_payoff,0.0,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_neural_continuation_social_heavy_seed02.yaml,experiments/runs/20260513_004546_629316_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_neural_continuation_social_heavy_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,neural_continuation_social_heavy,nabm,baseline,nabm,3,final_mean_payoff,0.024000000000000004,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_neural_continuation_social_heavy_seed03.yaml,experiments/runs/20260513_004555_548318_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_neural_continuation_social_heavy_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,neural_continuation_welfare_heavy,nabm,baseline,nabm,1,final_mean_payoff,0.594,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_neural_continuation_welfare_heavy_seed01.yaml,experiments/runs/20260513_004604_353209_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_neural_continuation_welfare_heavy_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,neural_continuation_welfare_heavy,nabm,baseline,nabm,2,final_mean_payoff,0.6,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_neural_continuation_welfare_heavy_seed02.yaml,experiments/runs/20260513_004613_165595_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_neural_continuation_welfare_heavy_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,neural_continuation_welfare_heavy,nabm,baseline,nabm,3,final_mean_payoff,0.594,maximize,experiments/configs/generated/evidence_matrix/toy24_state_continuation_matrix_quick/toy4_state_continuation_vs_reputation_neural_continuation_welfare_heavy_seed03.yaml,experiments/runs/20260513_004621_972683_toy24_state_continuation_matrix_quick_toy4_state_continuation_vs_reputation_neural_continuation_welfare_heavy_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
