label,manifest_path,runs_path,profile_json_path,profile_markdown_path,profile_cases_path,status,passed,case,toy,case_status,best_main_variant,best_baseline_variant,final_ceiling_hits,expected_seed_count,mean_time_to_ceiling,metric_mean,terminal_ceiling_rate_mean,issue_codes,notes,profile_notes,skipped_reason
toy24_revision_operator_precommitment_controls_quick,experiments/evidence/toy24_revision_operator_precommitment_controls_quick.yaml,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_controls_quick_runs.csv,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_controls_quick_profile.json,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_controls_quick_profile.md,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_controls_quick_profile_cases.csv,pass,True,toy2_revision_operator_precommitment_controls,toy2,pass,revision_operator_precommitment_peer_evidence_w1p0,reputation_imitation,3,3,9.666666666666666,3.0,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path,toy24_late_flip_hazard","toy24_objective_basin_evidence,toy24_revision_operator_evidence",
toy24_revision_operator_precommitment_controls_quick,experiments/evidence/toy24_revision_operator_precommitment_controls_quick.yaml,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_controls_quick_runs.csv,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_controls_quick_profile.json,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_controls_quick_profile.md,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_controls_quick_profile_cases.csv,pass,True,toy4_revision_operator_precommitment_controls,toy4,pass,revision_operator_precommitment_peer_evidence_w1p0,reputation_imitation,3,3,9.333333333333334,0.6,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path,toy24_late_flip_hazard","toy24_objective_basin_evidence,toy24_revision_operator_evidence",
toy24_revision_operator_precommitment_peer_evidence_stability_quick,experiments/evidence/toy24_revision_operator_precommitment_peer_evidence_stability_quick.yaml,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick_runs.csv,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick_profile.json,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick_profile.md,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick_profile_cases.csv,pass,True,toy2_revision_operator_precommitment_peer_evidence_stability,toy2,pass,revision_operator_precommitment_peer_evidence_w1p0,reputation_imitation,10,10,9.5,3.0,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path","toy24_objective_basin_evidence,toy24_revision_operator_evidence",
toy24_revision_operator_precommitment_peer_evidence_stability_quick,experiments/evidence/toy24_revision_operator_precommitment_peer_evidence_stability_quick.yaml,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick_runs.csv,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick_profile.json,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick_profile.md,experiments/results/nabm_effect_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick_profile_cases.csv,pass,True,toy4_revision_operator_precommitment_peer_evidence_stability,toy4,pass,revision_operator_precommitment_peer_evidence_w1p0,reputation_imitation,10,10,8.9,0.6,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path,toy24_late_flip_hazard","toy24_objective_basin_evidence,toy24_revision_operator_evidence",
toy24_revision_operator_quick,experiments/evidence/toy24_revision_operator_quick.yaml,experiments/results/nabm_effect_matrix/toy24_revision_operator_quick_runs.csv,experiments/results/nabm_effect_matrix/toy24_revision_operator_quick_profile.json,experiments/results/nabm_effect_matrix/toy24_revision_operator_quick_profile.md,experiments/results/nabm_effect_matrix/toy24_revision_operator_quick_profile_cases.csv,fail,False,toy2_revision_operator,toy2,fail,revision_operator_mixed_objective_basin_w0p5_0p5_h1,reputation_imitation,2,3,19.333333333333332,2.9966666666666666,0.8666666666666667,"gate_case_fail,toy24_final_epoch_hazard,toy24_best_main_ceiling_miss","toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path,toy24_final_vs_ever_gap,toy24_late_flip_hazard,toy24_main_candidate_ceiling_miss","profile_has_case_issues,toy24_objective_basin_evidence,toy24_revision_operator_evidence,toy24_final_epoch_hazard_evidence",
toy24_revision_operator_quick,experiments/evidence/toy24_revision_operator_quick.yaml,experiments/results/nabm_effect_matrix/toy24_revision_operator_quick_runs.csv,experiments/results/nabm_effect_matrix/toy24_revision_operator_quick_profile.json,experiments/results/nabm_effect_matrix/toy24_revision_operator_quick_profile.md,experiments/results/nabm_effect_matrix/toy24_revision_operator_quick_profile_cases.csv,fail,False,toy4_revision_operator,toy4,fail,revision_operator_mixed_objective_basin_w0p5_0p5_h1,reputation_imitation,1,3,19.0,0.596,0.7999999999999999,"gate_case_fail,toy24_final_epoch_hazard,toy24_best_main_ceiling_miss","toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path,toy24_final_vs_ever_gap,toy24_late_flip_hazard,toy24_main_candidate_ceiling_miss","profile_has_case_issues,toy24_objective_basin_evidence,toy24_revision_operator_evidence,toy24_final_epoch_hazard_evidence",
toy5_neural_threshold_target_threshold_aware_wavefront_quick,experiments/evidence/toy5_neural_threshold_target_threshold_aware_wavefront_quick.yaml,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_runs.csv,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.json,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.md,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile_cases.csv,pass,True,toy5_threshold_aware_wavefront_no_seed_heterogeneous_safety,toy5,pass,neural_threshold_aware_wavefront_no_seed_threshold_anchor,neural_threshold_aware_wavefront_no_seed_output_average,5,5,0.0,1.0,1.0,,"toy5_no_seed_safety_case,toy5_direction_gate_separates_self_excitation,toy5_threshold_aware_direction",toy5_threshold_aware_evidence,
toy5_neural_threshold_target_threshold_aware_wavefront_quick,experiments/evidence/toy5_neural_threshold_target_threshold_aware_wavefront_quick.yaml,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_runs.csv,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.json,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.md,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile_cases.csv,pass,True,toy5_threshold_aware_lattice_k4_heterogeneous_h0p85_spread,toy5,pass,neural_threshold_aware_lattice_k4_h0p85_threshold_anchor,neural_threshold_aware_lattice_k4_h0p85_output_average,5,5,36.2,100.0,1.0,,toy5_threshold_aware_direction,toy5_threshold_aware_evidence,
toy5_neural_threshold_target_threshold_aware_wavefront_quick,experiments/evidence/toy5_neural_threshold_target_threshold_aware_wavefront_quick.yaml,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_runs.csv,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.json,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.md,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile_cases.csv,pass,True,toy5_threshold_aware_lattice_k6_heterogeneous_h0p95_spread,toy5,pass,neural_threshold_aware_lattice_k6_h0p95_threshold_anchor,neural_threshold_aware_lattice_k6_h0p95_output_average,5,5,25.0,100.0,1.0,,toy5_threshold_aware_direction,toy5_threshold_aware_evidence,
toy5_neural_threshold_target_threshold_aware_wavefront_quick,experiments/evidence/toy5_neural_threshold_target_threshold_aware_wavefront_quick.yaml,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_runs.csv,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.json,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile.md,experiments/results/nabm_effect_matrix/toy5_neural_threshold_target_threshold_aware_wavefront_quick_profile_cases.csv,pass,True,toy5_threshold_aware_rewired_p0p10_heterogeneous_h0p95_spread,toy5,pass,neural_threshold_aware_rewired_p0p10_h0p95_threshold_anchor,neural_threshold_aware_rewired_p0p10_h0p95_output_average,5,5,10.0,100.0,1.0,,toy5_threshold_aware_direction,toy5_threshold_aware_evidence,
