label,case,toy,variant,group,seed,time_to_ceiling,final_within_ceiling,ever_reached_ceiling,window_epoch_count,first_revision_pressure_epoch,first_policy_readiness_epoch,first_action_response_epoch,pressure_to_policy_lag,pressure_to_action_lag,early_revision_pressure_mean,early_revision_pressure_active_rate,early_social_revision_pressure_mean,early_policy_readiness_mean,early_pressure_policy_gap_mean,early_pressure_action_gap_mean,early_action_rate_mean,early_realized_revision_rate_mean,early_precommitment_rate_mean,early_commitment_rate_mean,revision_framing_flags
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_individual_basin_w0p5_0p5_h1,diagnostic,1,,False,False,10,,,,,,0.0,0.0,0.0,0.001,0.0,0.0,0.346,1.0,0.0,0.0,weak_revision_pressure
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_individual_basin_w0p5_0p5_h1,diagnostic,2,,False,False,10,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.361,1.0,0.0,0.0,weak_revision_pressure
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_individual_basin_w0p5_0p5_h1,diagnostic,3,,False,False,10,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.343,1.0,0.0,0.0,weak_revision_pressure
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_w0p5_0p5_h1,nabm,1,20,True,True,10,1,6,9,5,8,0.3227423627462764,1.0,0.026665921390056614,0.545,0.017489917487733767,0.07944418971842918,0.678,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_w0p5_0p5_h1,nabm,2,26,True,True,10,1,5,11,4,10,0.32072531019627515,1.0,0.026948147624731068,0.557,0.015936412395480062,0.07377619141258464,0.6839999999999999,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_w0p5_0p5_h1,nabm,3,22,True,True,10,1,6,12,5,11,0.32140286863329887,1.0,0.027580183744430543,0.522,0.018367907185542702,0.07513179716218071,0.682,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_social_w0p5_0p5_h1,nabm,1,20,True,True,10,1,5,9,4,8,0.3205691879527683,1.0,0.027583437651395794,0.561,0.016136469457568768,0.07663334086686137,0.685,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_social_w0p5_0p5_h1,nabm,2,17,True,True,10,1,5,11,4,10,0.31888866258787607,1.0,0.028011635810136805,0.564,0.015195813139192469,0.07186185713983184,0.6900000000000001,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_social_w0p5_0p5_h1,nabm,3,18,True,True,10,1,5,12,4,11,0.3208193420404362,1.0,0.028043300539255134,0.532,0.017850968860417253,0.07395975301983279,0.6849999999999999,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_floor0p5_social_w0p5_0p5_h1,nabm,1,20,True,True,10,1,5,9,4,8,0.32026728805385574,1.0,0.027438949435949312,0.5589999999999999,0.016295673590374662,0.07654565131661563,0.686,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_floor0p5_social_w0p5_0p5_h1,nabm,2,26,True,True,10,1,5,11,4,10,0.31980375816214784,1.0,0.027769025951623928,0.572,0.015290369561956063,0.07276629963182228,0.687,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_floor0p5_social_w0p5_0p5_h1,nabm,3,18,True,True,10,1,5,11,4,10,0.31838378341434187,1.0,0.02813390672206878,0.5349999999999999,0.01777159353959402,0.07151591278641503,0.693,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_tail_floor0p5_social_w0p5_0p5_h1,nabm,1,20,True,True,10,1,5,9,4,8,0.3205691879527683,1.0,0.027583437651395794,0.561,0.016136469457568768,0.07663334086686137,0.685,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_tail_floor0p5_social_w0p5_0p5_h1,nabm,2,17,True,True,10,1,5,11,4,10,0.31888866258787607,1.0,0.028011635810136805,0.564,0.015195813139192469,0.07186185713983184,0.6900000000000001,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_tail_floor0p5_social_w0p5_0p5_h1,nabm,3,18,True,True,10,1,5,12,4,11,0.3208193420404362,1.0,0.028043300539255134,0.532,0.017850968860417253,0.07395975301983279,0.6849999999999999,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_commitment_social_w0p5_0p5_h1,nabm,1,17,True,True,10,1,5,9,4,8,0.31996250622692557,1.0,0.027732118815183626,0.561,0.016136469457568768,0.07607449025086846,0.687,1.0,0.0,0.061,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_commitment_social_w0p5_0p5_h1,nabm,2,16,True,True,10,1,5,10,4,9,0.3179825856070777,1.0,0.02823045524954797,0.564,0.015195813139192469,0.0716036626985537,0.693,1.0,0.0,0.06699999999999999,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_commitment_social_w0p5_0p5_h1,nabm,3,15,True,True,10,1,5,11,4,10,0.3208193420404362,1.0,0.028043300539255134,0.532,0.017850968860417253,0.07395975301983279,0.6849999999999999,1.0,0.0,0.038,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_social_w0p5_0p5_h1,nabm,1,13,True,True,10,1,5,8,4,7,0.3081257635791963,1.0,0.02858790290355683,0.561,0.016136469457568768,0.06876450591977383,0.726,1.0,0.294,0.06799999999999999,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_social_w0p5_0p5_h1,nabm,2,10,True,True,9,1,5,9,4,8,0.3134738909316735,1.0,0.029578032361136566,0.5188888888888888,0.0168286630416769,0.06911444499764777,0.7077777777777778,1.0,0.25555555555555554,0.04666666666666667,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_social_w0p5_0p5_h1,nabm,3,13,True,True,10,1,5,8,4,7,0.3095972702000903,1.0,0.028533666074275967,0.5309999999999999,0.017850968860417253,0.06595891484152619,0.722,1.0,0.27999999999999997,0.053000000000000005,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,13,True,True,10,1,5,8,4,7,0.3081257635791963,1.0,0.02858790290355683,0.561,0.016136469457568768,0.06876450591977383,0.726,1.0,0.294,0.06799999999999999,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,2,10,True,True,9,1,5,9,4,8,0.3131263786932797,1.0,0.029588480128182295,0.5188888888888888,0.01675267704762693,0.06862782116243904,0.7088888888888889,1.0,0.25555555555555554,0.04666666666666667,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,3,13,True,True,10,1,5,8,4,7,0.3095972702000903,1.0,0.028533666074275967,0.5309999999999999,0.017850968860417253,0.06595891484152619,0.722,1.0,0.27999999999999997,0.053000000000000005,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_social_feedback_w0p5_0p5_h1,nabm,1,13,True,True,10,1,5,8,4,7,0.3081258763041187,1.0,0.028700783848762502,0.561,0.016132560355131418,0.06876450097258863,0.726,1.0,0.296,0.06999999999999999,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_social_feedback_w0p5_0p5_h1,nabm,2,10,True,True,9,1,5,9,4,8,0.3134739305822435,1.0,0.029717834624979258,0.5211111111111111,0.016826218092983684,0.06911444356199842,0.7077777777777778,1.0,0.2544444444444445,0.04777777777777778,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_social_feedback_w0p5_0p5_h1,nabm,3,13,True,True,10,1,5,8,4,7,0.30929511113645874,1.0,0.0285986539721489,0.5309999999999999,0.017850968860417253,0.06595891504850313,0.723,1.0,0.281,0.05500000000000001,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_directional_social_w0p5_0p5_h1,nabm,1,20,True,True,10,1,5,9,4,8,0.3205691879527683,1.0,0.027583437651395794,0.561,0.016136469457568768,0.07663334086686137,0.685,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_directional_social_w0p5_0p5_h1,nabm,2,17,True,True,10,1,5,11,4,10,0.31888866258787607,1.0,0.028011635810136805,0.564,0.015195813139192469,0.07186185713983184,0.6900000000000001,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_directional_social_w0p5_0p5_h1,nabm,3,18,True,True,10,1,5,12,4,11,0.3208193420404362,1.0,0.028043300539255134,0.532,0.017850968860417253,0.07395975301983279,0.6849999999999999,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,reputation_imitation,baseline,1,3,True,True,2,,1,1,,,,,0.0,0.95,,,0.94,1.0,0.0,0.0,weak_revision_pressure
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,reputation_imitation,baseline,2,3,True,True,2,,1,1,,,,,0.0,0.97,,,0.965,1.0,0.0,0.0,weak_revision_pressure
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,reputation_imitation,baseline,3,2,True,True,1,,1,1,,,,,0.0,0.95,,,0.96,1.0,0.0,0.0,weak_revision_pressure
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,linear_welfare_heavy,baseline,1,19,False,True,10,1,5,12,4,11,0.37499999999999994,1.0,0.01695109307765962,0.5940000000000001,0.012444553826004257,0.07799999999999999,0.692,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag;pressure_not_sufficient_for_ceiling
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,linear_welfare_heavy,baseline,2,21,True,True,10,1,5,12,4,11,0.37499999999999994,1.0,0.016771997213363633,0.621,0.011342495072633022,0.0735,0.704,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,linear_welfare_heavy,baseline,3,23,False,True,10,1,5,12,4,11,0.37499999999999994,1.0,0.01738870766758919,0.5820000000000001,0.013944331057369702,0.07875,0.6900000000000001,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_policy_translation_lag;pressure_action_translation_lag;pressure_not_sufficient_for_ceiling
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,1,19,False,True,10,1,5,1,4,0,0.37499999999999994,1.0,0.01730265441536901,0.614,0.01131925588846206,0.046875,0.7769999999999999,1.0,0.0,0.0,revision_pressure_precedes_policy;pressure_policy_translation_lag;pressure_action_translation_lag;pressure_not_sufficient_for_ceiling
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,2,21,True,True,10,1,4,1,3,0,0.37499999999999994,1.0,0.017136582374572763,0.642,0.010120318025350562,0.03862500000000001,0.8029999999999999,1.0,0.0,0.0,revision_pressure_precedes_policy;pressure_policy_translation_lag;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,19,False,True,10,1,5,1,4,0,0.37499999999999994,1.0,0.01788619464635849,0.602,0.012373053643852465,0.035625,0.8099999999999999,1.0,0.0,0.0,revision_pressure_precedes_policy;pressure_policy_translation_lag;pressure_action_translation_lag;pressure_not_sufficient_for_ceiling
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,basin_credit_w1p0_h1_prototype,nabm,1,,False,False,10,,,,,,0.00642942743068442,0.0,0.005970012217760112,0.0,0.0009027917350303772,0.002278390930674338,0.55,1.0,0.0,0.0,weak_revision_pressure
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,basin_credit_w1p0_h1_prototype,nabm,2,,False,False,10,,,,,,0.0012046379265458942,0.0,0.0003271467983722631,0.001,0.00027743558834539316,0.00042227727949550994,0.47400000000000003,1.0,0.0,0.0,weak_revision_pressure
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,basin_credit_w1p0_h1_prototype,nabm,3,,False,False,10,,,,,,0.00282888761512572,0.0,0.0020436851978302083,0.0,0.0006365481551638995,0.0010300383660687483,0.489,1.0,0.0,0.0,weak_revision_pressure
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_individual_basin_w0p5_0p5_h1,diagnostic,1,,False,False,10,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.331,1.0,0.0,0.0,weak_revision_pressure
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_individual_basin_w0p5_0p5_h1,diagnostic,2,,False,False,10,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.337,1.0,0.0,0.0,weak_revision_pressure
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_individual_basin_w0p5_0p5_h1,diagnostic,3,,False,False,10,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.331,1.0,0.0,0.0,weak_revision_pressure
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_w0p5_0p5_h1,nabm,1,19,False,True,10,1,5,12,4,11,0.1890751141689677,1.0,0.02798411938548089,0.5770000000000001,0.008158741623623168,0.041540593362176116,0.681,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag;pressure_not_sufficient_for_ceiling
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_w0p5_0p5_h1,nabm,2,16,True,True,10,1,5,12,4,11,0.18820716363111872,1.0,0.027938744962215413,0.595,0.0075315941445170745,0.03915241649515262,0.692,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_w0p5_0p5_h1,nabm,3,14,True,True,10,1,5,12,4,11,0.18756035237673777,1.0,0.02843936833739281,0.569,0.008708730995538535,0.039832913106076465,0.687,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_social_w0p5_0p5_h1,nabm,1,19,False,True,10,1,5,11,4,10,0.18897410387803096,1.0,0.029022075533866876,0.5940000000000001,0.0075047804640524015,0.03962841769315477,0.6910000000000001,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag;pressure_not_sufficient_for_ceiling
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_social_w0p5_0p5_h1,nabm,2,16,True,True,10,1,5,12,4,11,0.1880815298371424,1.0,0.028960836648941023,0.618,0.006984735911733602,0.03648348992528322,0.706,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_social_w0p5_0p5_h1,nabm,3,19,False,True,10,1,5,10,4,9,0.18749957551736873,1.0,0.029373680025339122,0.581,0.008381519572393008,0.03849827482527682,0.696,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag;pressure_not_sufficient_for_ceiling
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_floor0p5_social_w0p5_0p5_h1,nabm,1,19,False,True,10,1,5,10,4,9,0.18900032138714112,1.0,0.028930764019489286,0.599,0.0075202792577011126,0.03982627973655876,0.6900000000000001,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag;pressure_not_sufficient_for_ceiling
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_floor0p5_social_w0p5_0p5_h1,nabm,2,16,True,True,10,1,5,12,4,11,0.18811258966928918,1.0,0.02879695037007334,0.619,0.007005668329313515,0.03761659660076237,0.7,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_floor0p5_social_w0p5_0p5_h1,nabm,3,19,True,True,10,1,5,10,4,9,0.18748229233353472,1.0,0.029195487290620815,0.58,0.008360735308073651,0.038302244985327624,0.696,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_tail_floor0p5_social_w0p5_0p5_h1,nabm,1,19,False,True,10,1,5,11,4,10,0.18897410387803096,1.0,0.029022075533866876,0.5940000000000001,0.0075047804640524015,0.03962841769315477,0.6910000000000001,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag;pressure_not_sufficient_for_ceiling
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_tail_floor0p5_social_w0p5_0p5_h1,nabm,2,16,True,True,10,1,5,12,4,11,0.1880815298371424,1.0,0.028960836648941023,0.618,0.006984735911733602,0.03648348992528322,0.706,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_tail_floor0p5_social_w0p5_0p5_h1,nabm,3,19,False,True,10,1,5,10,4,9,0.18749957551736873,1.0,0.029373680025339122,0.581,0.008381519572393008,0.03849827482527682,0.696,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag;pressure_not_sufficient_for_ceiling
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_commitment_social_w0p5_0p5_h1,nabm,1,13,True,True,10,1,5,10,4,9,0.1889611903025076,1.0,0.02911913275718688,0.5940000000000001,0.0075047804640524015,0.03887643488699393,0.697,1.0,0.0,0.095,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_commitment_social_w0p5_0p5_h1,nabm,2,14,True,True,10,1,5,11,4,10,0.18807685478500097,1.0,0.029038772702217087,0.619,0.006984735911733602,0.03610793000223133,0.708,1.0,0.0,0.098,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_commitment_social_w0p5_0p5_h1,nabm,3,14,True,True,10,1,5,10,4,9,0.18749957551736873,1.0,0.029373680025339122,0.581,0.008381519572393008,0.03849827482527682,0.696,1.0,0.0,0.08,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_social_w0p5_0p5_h1,nabm,1,12,True,True,10,1,5,8,4,7,0.18876997346650115,1.0,0.029300937682390227,0.599,0.007485768491903052,0.031886993054071736,0.751,1.0,0.321,0.11399999999999999,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_social_w0p5_0p5_h1,nabm,2,12,True,True,10,1,5,7,4,6,0.18796941369401565,1.0,0.029533412992954255,0.619,0.00697011153041176,0.03026222872136546,0.761,1.0,0.337,0.119,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
