label,regime,game_family,purpose,payoff_T,payoff_R,payoff_P,payoff_S,update_rule,mixer,peer_rule,seed,initial_cooperation_probability,policy_prior_mode,policy_prior_cooperation_probability,revision_rate,alpha,selection_strength,policy_temperature,payoff_transform,exploration_epsilon,learning_enabled,run_dir,final_cooperation_rate,final_mean_payoff,final_mean_policy_cooperation,final_cooperation_components,final_largest_cooperation_cluster_fraction,final_fragmentation_components
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.5,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135935_737576_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_default_r0p1_a0p0_seed02,0.54,2.405,0.47903358936309814,2,0.5,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.5,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135936_620081_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_default_r0p1_a0p0_seed03,0.53,2.34,0.45036184787750244,1,0.53,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.5,match_p0,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135937_530791_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_r0p1_a0p0_seed01,0.48,2.255,0.47351279854774475,7,0.27,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.5,match_p0,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135938_424509_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_r0p1_a0p0_seed02,0.59,2.475,0.47825416922569275,1,0.59,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.5,match_p0,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135939_292665_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_r0p1_a0p0_seed03,0.55,2.305,0.47337427735328674,3,0.53,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.5,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135940_214136_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_0p5_r0p1_a0p0_seed01,0.48,2.255,0.47351279854774475,7,0.27,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.5,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135941_177424_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_0p5_r0p1_a0p0_seed02,0.59,2.475,0.47825416922569275,1,0.59,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.5,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135942_048095_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_0p5_r0p1_a0p0_seed03,0.55,2.305,0.47337427735328674,3,0.53,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135942_951039_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_default_r0p1_a0p0_seed01,0.49,2.26,0.4991726577281952,7,0.36,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135943_609424_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_default_r0p1_a0p0_seed02,0.56,2.46,0.5151431560516357,1,0.56,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135944_272497_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_default_r0p1_a0p0_seed03,0.58,2.44,0.4910961985588074,2,0.57,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,match_p0,0.6,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135944_938115_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_r0p1_a0p0_seed01,0.58,2.44,0.6000000238418579,3,0.55,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,match_p0,0.6,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135945_599808_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_r0p1_a0p0_seed02,0.64,2.59,0.6000000238418579,2,0.63,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,match_p0,0.6,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135946_268104_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_r0p1_a0p0_seed03,0.7,2.71,0.6000000238418579,1,0.7,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135946_933711_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_0p5_r0p1_a0p0_seed01,0.51,2.315,0.5,6,0.4,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135947_594981_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_0p5_r0p1_a0p0_seed02,0.58,2.47,0.5,1,0.58,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135948_261214_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_0p5_r0p1_a0p0_seed03,0.57,2.345,0.5,4,0.39,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135948_920450_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_default_r0p1_a0p0_seed01,0.51,2.33,0.4699687957763672,5,0.38,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135949_798115_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_default_r0p1_a0p0_seed02,0.54,2.405,0.48068463802337646,2,0.5,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135950_663409_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_default_r0p1_a0p0_seed03,0.53,2.34,0.45529720187187195,1,0.53,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,match_p0,0.6,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135951_592298_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_r0p1_a0p0_seed01,0.58,2.35,0.584476113319397,6,0.47,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,match_p0,0.6,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135952_547406_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_r0p1_a0p0_seed02,0.65,2.625,0.5874324440956116,2,0.64,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,match_p0,0.6,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135953_421692_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_r0p1_a0p0_seed03,0.68,2.67,0.5930497646331787,1,0.68,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135954_335408_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_0p5_r0p1_a0p0_seed01,0.48,2.255,0.4758487641811371,7,0.27,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135955_214788_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_0p5_r0p1_a0p0_seed02,0.59,2.475,0.47882911562919617,1,0.59,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135956_116954_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_0p5_r0p1_a0p0_seed03,0.55,2.305,0.477018803358078,3,0.53,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135957_043578_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_default_r0p1_a0p0_seed01,0.49,2.26,0.49917083978652954,7,0.36,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135957_708030_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_default_r0p1_a0p0_seed02,0.57,2.465,0.5151346325874329,1,0.57,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135958_372935_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_default_r0p1_a0p0_seed03,0.58,2.44,0.4911006987094879,2,0.57,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,match_p0,0.7,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135959_047330_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_r0p1_a0p0_seed01,0.68,2.61,0.6999998688697815,3,0.66,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,match_p0,0.7,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_135959_717766_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_r0p1_a0p0_seed02,0.76,3.01,0.6999998688697815,1,0.76,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,match_p0,0.7,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_140000_388511_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_r0p1_a0p0_seed03,0.75,2.87,0.6999998688697815,1,0.75,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_140001_055949_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_0p5_r0p1_a0p0_seed01,0.51,2.315,0.5,6,0.4,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_140001_717944_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_0p5_r0p1_a0p0_seed02,0.59,2.475,0.5,1,0.59,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_140002_387533_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_0p5_r0p1_a0p0_seed03,0.57,2.345,0.5,4,0.39,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_140003_129088_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_default_r0p1_a0p0_seed01,0.51,2.33,0.4750756025314331,5,0.38,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_140004_011946_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_default_r0p1_a0p0_seed02,0.55,2.395,0.48615044355392456,2,0.51,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_140004_883184_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_default_r0p1_a0p0_seed03,0.54,2.36,0.46855220198631287,1,0.54,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,match_p0,0.7,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_140005_791102_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_r0p1_a0p0_seed01,0.67,2.59,0.7050980925559998,2,0.66,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,match_p0,0.7,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_140006_675963_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_r0p1_a0p0_seed02,0.76,3.1,0.7082844376564026,1,0.76,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,match_p0,0.7,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_140007_546363_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_r0p1_a0p0_seed03,0.79,3.04,0.7198123335838318,1,0.79,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_140008_466203_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_0p5_r0p1_a0p0_seed01,0.49,2.29,0.4798687696456909,6,0.36,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_140009_345508_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_0p5_r0p1_a0p0_seed02,0.6,2.48,0.4874183237552643,1,0.6,100
toy2_stag_hunt_prior_diagnostic_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,0.5,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_diagnostic_seed01_03_runs/20260430_140010_217372_toy2_stag_hunt_prior_diagnostic_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_0p5_r0p1_a0p0_seed03,0.56,2.325,0.4812985360622406,3,0.54,100
