label,regime,game_family,purpose,payoff_T,payoff_R,payoff_P,payoff_S,update_rule,mixer,peer_rule,seed,initial_cooperation_probability,policy_prior_mode,policy_prior_cooperation_probability,local_update_rule,neural_peer_mode,revision_rate,alpha,selection_strength,policy_temperature,payoff_transform,exploration_epsilon,learning_enabled,run_dir,final_cooperation_rate,final_mean_payoff,final_mean_policy_cooperation,final_cooperation_components,final_largest_cooperation_cluster_fraction,final_fragmentation_components
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.55,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162316_548563_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed01,0.4,2.395,0.4112964868545532,1,0.4,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.55,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162316_810861_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed02,0.5,2.535,0.5211555361747742,2,0.49,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.55,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162317_081512_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed03,0.25,2.11,0.24719403684139252,8,0.14,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,4,0.55,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162317_347229_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed04,0.49,2.47,0.46896761655807495,1,0.49,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,5,0.55,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162317_610041_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed05,0.57,2.78,0.5795344710350037,1,0.57,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,rd_well_mixed,none,none,1,0.55,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162317_872424_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_rd_well_mixed_p0p55_r0p25_reference_seed01,2.075165676560021e-13,1.9999999999995852,2.075165676560021e-13,0,0.0,0
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,match_p0,0.6,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162317_925960_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed01,0.11,1.95,0.06774991005659103,7,0.02,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,match_p0,0.6,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162321_018012_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed02,0.21,2.12,0.22099235653877258,4,0.13,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,match_p0,0.6,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162324_114399_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed03,0.15,2.03,0.13915322721004486,6,0.08,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,4,0.6,match_p0,0.6,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162327_193773_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed04,0.21,1.97,0.17454510927200317,9,0.08,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,5,0.6,match_p0,0.6,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162330_447836_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed05,0.05,1.95,0.04863349348306656,5,0.01,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162333_510503_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed01,0.03,1.97,0.0116712162271142,3,0.01,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162336_708733_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed02,0.03,1.97,0.035274479538202286,3,0.01,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162339_864953_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed03,0.05,1.965,0.024551553651690483,4,0.02,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,4,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162343_089963_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed04,0.13,1.885,0.03570179641246796,12,0.02,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,5,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162346_165629_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed05,0.03,1.97,0.009072395972907543,3,0.01,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.6,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162349_207416_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed01,0.41,2.385,0.42584341764450073,2,0.4,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.6,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162349_458695_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed02,0.5,2.535,0.5211555361747742,2,0.49,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.6,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162349_711703_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed03,0.35,2.235,0.34827691316604614,6,0.27,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,4,0.6,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162349_963357_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed04,0.49,2.47,0.46896761655807495,1,0.49,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,5,0.6,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162350_219273_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed05,0.57,2.78,0.5795344710350037,1,0.57,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,rd_well_mixed,none,none,1,0.6,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162350_472295_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_rd_well_mixed_p0p6_r0p25_reference_seed01,2.111248601795015e-12,1.9999999999957774,2.111248601795015e-12,0,0.0,0
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.65,match_p0,0.65,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162350_521618_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p65_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed01,0.28,2.065,0.20476631820201874,9,0.13,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.65,match_p0,0.65,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162353_574350_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p65_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed02,0.44,2.43,0.39079445600509644,4,0.41,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.65,match_p0,0.65,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162356_622538_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p65_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed03,0.33,2.18,0.2861526608467102,6,0.17,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,4,0.65,match_p0,0.65,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162359_803648_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p65_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed04,0.39,2.225,0.359456866979599,6,0.28,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,5,0.65,match_p0,0.65,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162402_917372_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p65_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed05,0.19,1.96,0.13436710834503174,9,0.06,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.65,match_p0,0.65,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162405_953004_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p65_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed01,0.05,1.95,0.04379752278327942,5,0.01,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.65,match_p0,0.65,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162409_079034_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p65_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed02,0.11,1.92,0.09553445875644684,9,0.02,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.65,match_p0,0.65,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162412_219028_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p65_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed03,0.18,1.955,0.14192801713943481,9,0.04,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,4,0.65,match_p0,0.65,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162415_261489_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p65_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed04,0.29,1.89,0.2134377658367157,18,0.04,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,5,0.65,match_p0,0.65,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162418_315732_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p65_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed05,0.1,1.915,0.033396556973457336,9,0.02,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.65,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162421_296118_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p65_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed01,0.41,2.385,0.42584341764450073,2,0.4,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.65,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162421_548134_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p65_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed02,0.55,2.665,0.566311776638031,2,0.54,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.65,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162421_812187_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p65_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed03,0.39,2.255,0.37897613644599915,3,0.34,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,4,0.65,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162422_077927_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p65_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed04,0.49,2.47,0.46896761655807495,1,0.49,100
