label,regime,game_family,purpose,payoff_T,payoff_R,payoff_P,payoff_S,update_rule,mixer,peer_rule,seed,initial_cooperation_probability,policy_prior_mode,policy_prior_cooperation_probability,revision_rate,alpha,selection_strength,policy_temperature,payoff_transform,exploration_epsilon,learning_enabled,run_dir,final_cooperation_rate,final_mean_payoff,final_mean_policy_cooperation,final_cooperation_components,final_largest_cooperation_cluster_fraction,final_fragmentation_components,gate_label,condition
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.1,match_p0,0.1,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_150953_224733_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p1_prior_match_p0_r0p1_a0p0_seed02,0.08,1.92,0.0806837975978851,8,0.01,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.1,match_p0,0.1,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_150954_148248_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p1_prior_match_p0_r0p1_a0p0_seed03,0.13,1.9,0.0750011950731277,11,0.02,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.3,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_150955_140209_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p3_prior_default_r0p1_a0p0_seed01,0.49,2.26,0.4991717934608459,7,0.36,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.3,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_150955_860928_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p3_prior_default_r0p1_a0p0_seed02,0.56,2.46,0.5151547789573669,1,0.56,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.3,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_150956_604455_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p3_prior_default_r0p1_a0p0_seed03,0.58,2.44,0.4910836815834045,2,0.57,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.3,match_p0,0.3,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_150957_320039_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p3_prior_match_p0_r0p1_a0p0_seed01,0.36,2.03,0.3000000119209289,12,0.1,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.3,match_p0,0.3,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_150958_188343_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p3_prior_match_p0_r0p1_a0p0_seed02,0.34,2.005,0.3000000119209289,12,0.1,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.3,match_p0,0.3,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_150958_906740_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p3_prior_match_p0_r0p1_a0p0_seed03,0.38,2.055,0.3000000119209289,9,0.08,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.3,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_150959_643886_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p3_prior_default_r0p1_a0p0_seed01,0.51,2.33,0.4594312906265259,5,0.38,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.3,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151000_637469_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p3_prior_default_r0p1_a0p0_seed02,0.54,2.405,0.469859778881073,2,0.5,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.3,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151001_578420_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p3_prior_default_r0p1_a0p0_seed03,0.53,2.34,0.4354776442050934,1,0.53,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.3,match_p0,0.3,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151002_605611_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p3_prior_match_p0_r0p1_a0p0_seed01,0.34,2.005,0.2522282302379608,12,0.09,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.3,match_p0,0.3,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151003_573329_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p3_prior_match_p0_r0p1_a0p0_seed02,0.3,1.94,0.2604917883872986,15,0.06,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.3,match_p0,0.3,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151004_532270_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p3_prior_match_p0_r0p1_a0p0_seed03,0.33,2.0,0.2449961155653,11,0.08,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.5,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151005_514653_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_default_r0p1_a0p0_seed01,0.49,2.26,0.4991662204265594,7,0.36,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.5,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151006_225586_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_default_r0p1_a0p0_seed02,0.56,2.46,0.5151552557945251,1,0.56,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.5,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151006_931479_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_default_r0p1_a0p0_seed03,0.58,2.44,0.491080641746521,2,0.57,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.5,match_p0,0.5,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151007_639548_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_r0p1_a0p0_seed01,0.51,2.315,0.5,6,0.4,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.5,match_p0,0.5,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151008_357143_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_r0p1_a0p0_seed02,0.58,2.47,0.5,1,0.58,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.5,match_p0,0.5,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151009_070598_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_r0p1_a0p0_seed03,0.57,2.345,0.5,4,0.39,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.5,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151009_960275_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_default_r0p1_a0p0_seed01,0.51,2.33,0.4678920805454254,5,0.38,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.5,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151010_932107_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_default_r0p1_a0p0_seed02,0.54,2.405,0.4790335893630981,2,0.5,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.5,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151011_882205_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_default_r0p1_a0p0_seed03,0.53,2.34,0.4503618478775024,1,0.53,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.5,match_p0,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151012_918741_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_r0p1_a0p0_seed01,0.48,2.255,0.4735127985477447,7,0.27,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.5,match_p0,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151013_873091_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_r0p1_a0p0_seed02,0.59,2.475,0.4782541692256927,1,0.59,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.5,match_p0,0.5,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151014_795798_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_r0p1_a0p0_seed03,0.55,2.305,0.4733742773532867,3,0.53,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151015_771170_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_default_r0p1_a0p0_seed01,0.49,2.26,0.4991726577281952,7,0.36,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151016_477589_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_default_r0p1_a0p0_seed02,0.56,2.46,0.5151431560516357,1,0.56,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151017_172722_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_default_r0p1_a0p0_seed03,0.58,2.44,0.4910961985588074,2,0.57,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,match_p0,0.6,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151017_889649_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_r0p1_a0p0_seed01,0.58,2.44,0.6000000238418579,3,0.55,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,match_p0,0.6,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151018_607206_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_r0p1_a0p0_seed02,0.64,2.59,0.6000000238418579,2,0.63,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,match_p0,0.6,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151019_497318_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_r0p1_a0p0_seed03,0.7,2.71,0.6000000238418579,1,0.7,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151020_313680_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_default_r0p1_a0p0_seed01,0.51,2.33,0.4699687957763672,5,0.38,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151021_267173_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_default_r0p1_a0p0_seed02,0.54,2.405,0.4806846380233764,2,0.5,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151022_337003_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_default_r0p1_a0p0_seed03,0.53,2.34,0.4552972018718719,1,0.53,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,match_p0,0.6,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151023_310607_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_r0p1_a0p0_seed01,0.58,2.35,0.584476113319397,6,0.47,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,match_p0,0.6,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151024_249093_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_r0p1_a0p0_seed02,0.65,2.625,0.5874324440956116,2,0.64,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,match_p0,0.6,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151025_187230_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_r0p1_a0p0_seed03,0.68,2.67,0.5930497646331787,1,0.68,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
