label,regime,game_family,purpose,payoff_T,payoff_R,payoff_P,payoff_S,update_rule,mixer,peer_rule,seed,initial_cooperation_probability,policy_prior_mode,policy_prior_cooperation_probability,local_update_rule,revision_rate,alpha,selection_strength,policy_temperature,payoff_transform,exploration_epsilon,learning_enabled,run_dir,final_cooperation_rate,final_mean_payoff,final_mean_policy_cooperation,final_cooperation_components,final_largest_cooperation_cluster_fraction,final_fragmentation_components,gate_label,condition
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.3,match_p0,0.3,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153318_293451_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p3_prior_match_p0_counterfactual_adv_r0p1_a0p0_seed03,0.01,1.99,0.0060220276936888,1,0.01,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_counterfactual_advantage
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.5,match_p0,0.5,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153328_643914_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_sampled_pg_r0p1_a0p0_seed01,0.48,2.255,0.4735127985477447,7,0.27,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_sampled_policy_gradient
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.5,match_p0,0.5,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153332_947360_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_sampled_pg_r0p1_a0p0_seed02,0.59,2.475,0.4782541692256927,1,0.59,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_sampled_policy_gradient
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.5,match_p0,0.5,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153339_906952_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_sampled_pg_r0p1_a0p0_seed03,0.55,2.305,0.4733742773532867,3,0.53,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_sampled_policy_gradient
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.5,match_p0,0.5,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153343_720635_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_counterfactual_adv_r0p1_a0p0_seed01,0.12,1.925,0.0624713338911533,9,0.03,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_counterfactual_advantage
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.5,match_p0,0.5,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153348_191298_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_counterfactual_adv_r0p1_a0p0_seed02,0.14,1.95,0.0759086608886718,8,0.05,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_counterfactual_advantage
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.5,match_p0,0.5,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153351_962289_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p5_prior_match_p0_counterfactual_adv_r0p1_a0p0_seed03,0.17,2.025,0.086920328438282,6,0.08,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_counterfactual_advantage
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,match_p0,0.6,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153355_322578_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_sampled_pg_r0p1_a0p0_seed01,0.58,2.35,0.584476113319397,6,0.47,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_sampled_policy_gradient
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,match_p0,0.6,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153356_398173_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_sampled_pg_r0p1_a0p0_seed02,0.65,2.625,0.5874324440956116,2,0.64,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_sampled_policy_gradient
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,match_p0,0.6,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153357_452948_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_sampled_pg_r0p1_a0p0_seed03,0.68,2.67,0.5930497646331787,1,0.68,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_sampled_policy_gradient
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,match_p0,0.6,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153358_554165_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_r0p1_a0p0_seed01,0.17,1.965,0.1469301283359527,8,0.05,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_counterfactual_advantage
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,match_p0,0.6,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153402_637096_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_r0p1_a0p0_seed02,0.35,2.145,0.2605435848236084,7,0.2,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_counterfactual_advantage
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,match_p0,0.6,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153411_868648_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_r0p1_a0p0_seed03,0.3,2.165,0.223979651927948,4,0.25,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_counterfactual_advantage
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,match_p0,0.7,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153426_496727_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_sampled_pg_r0p1_a0p0_seed01,0.67,2.59,0.7050980925559998,2,0.66,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_sampled_policy_gradient
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,match_p0,0.7,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153429_104431_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_sampled_pg_r0p1_a0p0_seed02,0.76,3.1,0.7082844376564026,1,0.76,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_sampled_policy_gradient
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,match_p0,0.7,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153431_802194_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_sampled_pg_r0p1_a0p0_seed03,0.79,3.04,0.7198123335838318,1,0.79,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_sampled_policy_gradient
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,match_p0,0.7,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153436_853178_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_r0p1_a0p0_seed01,0.48,2.33,0.4584704339504242,4,0.28,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_counterfactual_advantage
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,match_p0,0.7,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153449_160911_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_r0p1_a0p0_seed02,0.8,3.3,0.7302008867263794,1,0.8,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_counterfactual_advantage
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,match_p0,0.7,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153459_189191_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_r0p1_a0p0_seed03,0.61,2.71,0.5575081706047058,2,0.6,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_counterfactual_advantage
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.9,match_p0,0.9,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153510_916651_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_match_p0_sampled_pg_r0p1_a0p0_seed01,0.9,3.53,0.9191227555274964,1,0.9,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_sampled_policy_gradient
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.9,match_p0,0.9,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153513_089389_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_match_p0_sampled_pg_r0p1_a0p0_seed02,0.92,3.615,0.9203840494155884,1,0.92,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_sampled_policy_gradient
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.9,match_p0,0.9,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153515_952617_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_match_p0_sampled_pg_r0p1_a0p0_seed03,0.93,3.65,0.9248294830322266,1,0.93,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_sampled_policy_gradient
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.9,match_p0,0.9,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153519_739043_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_match_p0_counterfactual_adv_r0p1_a0p0_seed01,0.95,3.765,0.9885787963867188,1,0.95,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_counterfactual_advantage
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.9,match_p0,0.9,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153530_066922_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_match_p0_counterfactual_adv_r0p1_a0p0_seed02,1.0,4.0,0.9979869723320008,1,1.0,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_counterfactual_advantage
toy2_stag_hunt_counterfactual_update_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.9,match_p0,0.9,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153540_148704_toy2_stag_hunt_counterfactual_update_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_match_p0_counterfactual_adv_r0p1_a0p0_seed03,1.0,4.0,0.9978724718093872,1,1.0,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,neural_match_p0_counterfactual_advantage
toy2_stag_hunt_counterfactual_update_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.1,default,,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153614_830350_toy2_stag_hunt_counterfactual_update_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p1_prior_default_sampled_pg_r0p1_a0p0_seed01,0.02,1.995,0.0199999995529651,1,0.02,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,fermi_imitation
toy2_stag_hunt_counterfactual_update_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.1,default,,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153615_092570_toy2_stag_hunt_counterfactual_update_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p1_prior_default_sampled_pg_r0p1_a0p0_seed02,0.09,2.03,0.0890688449144363,2,0.07,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,fermi_imitation
toy2_stag_hunt_counterfactual_update_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.1,default,,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153615_469899_toy2_stag_hunt_counterfactual_update_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p1_prior_default_sampled_pg_r0p1_a0p0_seed03,0.06,2.0,0.0599999986588954,2,0.04,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,fermi_imitation
toy2_stag_hunt_counterfactual_update_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,rd_well_mixed,none,none,1,0.1,default,,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153615_834941_toy2_stag_hunt_counterfactual_update_refs_seed01_03_stag_hunt_rd_well_mixed_p0p1_r0p1_reference_seed01,1.5091079792956772e-16,2.0,1.5091079792956772e-16,0,0.0,0,toy2_stag_hunt_counterfactual_update_gate_seed01_03,rd_well_mixed
toy2_stag_hunt_counterfactual_update_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.3,default,,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153615_848455_toy2_stag_hunt_counterfactual_update_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p3_prior_default_sampled_pg_r0p1_a0p0_seed01,0.16,2.035,0.1546878963708877,5,0.07,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,fermi_imitation
toy2_stag_hunt_counterfactual_update_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.3,default,,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_counterfactual_update_gate_seed01_03/runs/20260430_153616_227131_toy2_stag_hunt_counterfactual_update_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p3_prior_default_sampled_pg_r0p1_a0p0_seed02,0.3,2.24,0.2896876037120819,2,0.22,100,toy2_stag_hunt_counterfactual_update_gate_seed01_03,fermi_imitation
