label,regime,game_family,purpose,payoff_T,payoff_R,payoff_P,payoff_S,update_rule,mixer,peer_rule,seed,initial_cooperation_probability,policy_prior_mode,policy_prior_cooperation_probability,local_update_rule,neural_peer_mode,interaction_mode,revision_rate,alpha,selection_strength,policy_temperature,payoff_transform,exploration_epsilon,learning_enabled,run_dir,final_cooperation_rate,final_mean_payoff,final_mean_policy_cooperation,final_cooperation_components,final_largest_cooperation_cluster_fraction,final_fragmentation_components
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.55,default,,sampled_policy_gradient,spatial,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163928_255065_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_interaction_spatial_r0p25_a0p0_seed01,0.4,2.395,0.4112964868545532,1,0.4,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.55,default,,sampled_policy_gradient,spatial,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163928_718049_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_interaction_spatial_r0p25_a0p0_seed02,0.5,2.535,0.5211555361747742,2,0.49,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.55,default,,sampled_policy_gradient,spatial,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163929_178609_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_interaction_spatial_r0p25_a0p0_seed03,0.25,2.11,0.24719403684139252,8,0.14,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,4,0.55,default,,sampled_policy_gradient,spatial,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163929_649112_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_interaction_spatial_r0p25_a0p0_seed04,0.49,2.47,0.46896761655807495,1,0.49,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,5,0.55,default,,sampled_policy_gradient,spatial,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163930_142176_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_interaction_spatial_r0p25_a0p0_seed05,0.57,2.78,0.5795344710350037,1,0.57,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.55,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163930_609482_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_interaction_well_mixed_r0p25_a0p0_seed01,0.09,1.95,0.08711614459753036,8,0.02,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.55,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163931_196361_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_interaction_well_mixed_r0p25_a0p0_seed02,0.17,1.9275,0.18805252015590668,15,0.02,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.55,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163931_813610_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_interaction_well_mixed_r0p25_a0p0_seed03,0.14,1.8525,0.1449345350265503,11,0.03,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,4,0.55,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163932_365296_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_interaction_well_mixed_r0p25_a0p0_seed04,0.07,1.9325,0.06103726476430893,7,0.01,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,5,0.55,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163932_933445_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p55_prior_default_sampled_pg_peer_spatial_interaction_well_mixed_r0p25_a0p0_seed05,0.24,1.885,0.2300017923116684,12,0.07,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,rd_well_mixed,none,none,1,0.55,default,,sampled_policy_gradient,spatial,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163933_562981_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_rd_well_mixed_p0p55_r0p25_reference_seed01,2.075165676560021e-13,1.9999999999995852,2.075165676560021e-13,0,0.0,0
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163933_714746_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_spatial_r0p25_a0p0_seed01,0.03,1.97,0.0116712162271142,3,0.01,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163943_706027_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_spatial_r0p25_a0p0_seed02,0.03,1.97,0.035274479538202286,3,0.01,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163950_561039_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_spatial_r0p25_a0p0_seed03,0.05,1.965,0.024551553651690483,4,0.02,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,4,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_163955_883581_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_spatial_r0p25_a0p0_seed04,0.13,1.885,0.03570179641246796,12,0.02,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,5,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164003_614016_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_spatial_r0p25_a0p0_seed05,0.03,1.97,0.009072395972907543,3,0.01,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164012_707616_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_r0p25_a0p0_seed01,0.03,1.9725,0.0122689763084054,3,0.01,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164016_814865_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_r0p25_a0p0_seed02,0.02,1.9775,0.03639734163880348,2,0.01,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164020_747865_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_r0p25_a0p0_seed03,0.03,1.9775,0.02439349889755249,3,0.01,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,4,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164025_793193_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_r0p25_a0p0_seed04,0.13,1.935,0.03547932952642441,12,0.02,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,5,0.6,match_p0,0.6,counterfactual_advantage,well_mixed,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164030_500347_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_neural_policy_none_p0p6_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_r0p25_a0p0_seed05,0.03,1.9675,0.008705858141183853,3,0.01,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.6,default,,sampled_policy_gradient,spatial,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164033_976123_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_interaction_spatial_r0p25_a0p0_seed01,0.41,2.385,0.42584341764450073,2,0.4,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.6,default,,sampled_policy_gradient,spatial,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164034_253059_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_interaction_spatial_r0p25_a0p0_seed02,0.5,2.535,0.5211555361747742,2,0.49,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.6,default,,sampled_policy_gradient,spatial,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164034_524136_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_interaction_spatial_r0p25_a0p0_seed03,0.35,2.235,0.34827691316604614,6,0.27,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,4,0.6,default,,sampled_policy_gradient,spatial,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164034_801868_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_interaction_spatial_r0p25_a0p0_seed04,0.49,2.47,0.46896761655807495,1,0.49,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,5,0.6,default,,sampled_policy_gradient,spatial,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164035_080336_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_interaction_spatial_r0p25_a0p0_seed05,0.57,2.78,0.5795344710350037,1,0.57,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164035_357258_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_interaction_well_mixed_r0p25_a0p0_seed01,0.08,1.9625,0.09208950400352478,7,0.02,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164035_735053_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_interaction_well_mixed_r0p25_a0p0_seed02,0.33,2.0225,0.36913391947746277,14,0.07,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164036_106628_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_interaction_well_mixed_r0p25_a0p0_seed03,0.14,1.8525,0.1449345350265503,11,0.03,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,4,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164036_477354_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_interaction_well_mixed_r0p25_a0p0_seed04,0.08,1.92,0.07103726267814636,7,0.02,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,5,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164036_842250_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p6_prior_default_sampled_pg_peer_spatial_interaction_well_mixed_r0p25_a0p0_seed05,0.33,1.9575,0.31803056597709656,13,0.09,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,rd_well_mixed,none,none,1,0.6,default,,sampled_policy_gradient,spatial,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164037_230196_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_rd_well_mixed_p0p6_r0p25_reference_seed01,2.111248601795015e-12,1.9999999999957774,2.111248601795015e-12,0,0.0,0
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.65,match_p0,0.65,counterfactual_advantage,well_mixed,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164037_283418_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_neural_policy_none_p0p65_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_spatial_r0p25_a0p0_seed01,0.05,1.95,0.04379752278327942,5,0.01,100
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.65,match_p0,0.65,counterfactual_advantage,well_mixed,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_interaction_gate_seed01_05/runs/20260430_164044_398488_toy2_stag_hunt_well_mixed_interaction_gate_seed01_05_stag_hunt_neural_policy_none_p0p65_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_spatial_r0p25_a0p0_seed02,0.11,1.92,0.09553445875644684,9,0.02,100
